AvgSpotLen	BioSample	BioSampleModel	Experiment	Library_Name	MBases	MBytes	Replicate	Run	SRA_Sample	Sample_Name	collection_date	geo_loc_name	lat_lon	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	host
199	SAMN08814016	MIGS/MIMS/MIMARKS.human-gut	SRX3862868	VF60	3416	1630	replicate = biological replicate 97	SRR6915142	SRS3104932	VF60	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814009	MIGS/MIMS/MIMARKS.human-gut	SRX3862867	VF38	2765	1354	replicate = biological replicate 90	SRR6915143	SRS3104927	VF38	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814010	MIMS.me	SRX3862866	VF40	5038	2477	replicate = biological replicate 91	SRR6915144	SRS3104921	VF40	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814011	MIGS/MIMS/MIMARKS.human-gut	SRX3862865	VF43	3126	1516	replicate = biological replicate 92	SRR6915145	SRS3104919	VF43	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
199	SAMN08814012	MIGS/MIMS/MIMARKS.human-gut	SRX3862864	VF47	6809	3278	replicate = biological replicate 93	SRR6915146	SRS3104920	VF47	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813968	MIGS/MIMS/MIMARKS.human-gut	SRX3862863	SBJ36C	2898	1391	replicate = biological replicate 49	SRR6915147	SRS3104918	SBJ36C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813927	MIMS.me	SRX3862862	SBJ37H	957	457	replicate = biological replicate 8	SRR6915148	SRS3104917	SBJ37H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813929	MIGS/MIMS/MIMARKS.human-gut	SRX3862861	SBJ34H	3494	1674	replicate = biological replicate 10	SRR6915149	SRS3104916	SBJ34H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
197	SAMN08813951	MIGS/MIMS/MIMARKS.human-gut	SRX3862860	SBJ35C	3873	1858	replicate = biological replicate 32	SRR6915150	SRS3104915	SBJ35C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813978	MIGS/MIMS/MIMARKS.human-gut	SRX3862859	SBJ32C	2887	1393	replicate = biological replicate 59	SRR6915151	SRS3104914	SBJ32C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813934	MIMS.me	SRX3862858	SBJ33C	3758	1804	replicate = biological replicate 15	SRR6915152	SRS3104913	SBJ33C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813940	MIGS/MIMS/MIMARKS.human-gut	SRX3862857	SBJ29C	2948	1426	replicate = biological replicate 21	SRR6915153	SRS3104912	SBJ29C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813924	MIGS/MIMS/MIMARKS.human-gut	SRX3862856	SBJ31C	1200	579	replicate = biological replicate 5	SRR6915154	SRS3104911	SBJ31C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813935	MIMS.me	SRX3862855	SBJ39C	2743	1315	replicate = biological replicate 16	SRR6915155	SRS3104910	SBJ39C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813941	MIMS.me	SRX3862854	SBJ40C	3193	1537	replicate = biological replicate 22	SRR6915156	SRS3104909	SBJ40C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814027	MIMS.me	SRX3862853	VF97	2905	1401	replicate = biological replicate 108	SRR6915157	SRS3104908	VF97	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814026	MIGS/MIMS/MIMARKS.human-gut	SRX3862852	VF95	2426	1189	replicate = biological replicate 107	SRR6915158	SRS3104907	VF95	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814022	MIMS.me	SRX3862851	VF73	2710	1303	replicate = biological replicate 103	SRR6915159	SRS3104906	VF73	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814021	MIMS.me	SRX3862850	VF71	3593	1828	replicate = biological replicate 102	SRR6915160	SRS3104905	VF71	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814020	MIMS.me	SRX3862849	VF70	3572	1718	replicate = biological replicate 101	SRR6915161	SRS3104904	VF70	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814019	MIGS/MIMS/MIMARKS.human-gut	SRX3862848	VF69	5371	2584	replicate = biological replicate 100	SRR6915162	SRS3104903	VF69	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814025	MIMS.me	SRX3862847	VF90	3299	1575	replicate = biological replicate 106	SRR6915163	SRS3104902	VF90	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814024	MIMS.me	SRX3862846	VF84	3387	1663	replicate = biological replicate 105	SRR6915164	SRS3104901	VF84	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814059	MIMS.me	SRX3862845	VF82	2105	1020	replicate = biological replicate 140	SRR6915165	SRS3104900	VF82	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814023	MIGS/MIMS/MIMARKS.human-gut	SRX3862844	VF77	4442	2160	replicate = biological replicate 104	SRR6915166	SRS3104899	VF77	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813932	MIMS.me	SRX3862843	SBJ78H	2142	1046	replicate = biological replicate 13	SRR6915167	SRS3104898	SBJ78H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813939	MIMS.me	SRX3862842	SBJ77H	2508	1232	replicate = biological replicate 20	SRR6915168	SRS3104897	SBJ77H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813926	MIMS.me	SRX3862841	SBJ75H	2159	1065	replicate = biological replicate 7	SRR6915169	SRS3104896	SBJ75H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813976	MIGS/MIMS/MIMARKS.human-gut	SRX3862840	SBJ74H	2730	1345	replicate = biological replicate 57	SRR6915170	SRS3104895	SBJ74H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813972	MIMS.me	SRX3862839	SBJ82H	3445	1677	replicate = biological replicate 53	SRR6915171	SRS3104894	SBJ82H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813948	MIMS.me	SRX3862838	SBJ81H	5188	2549	replicate = biological replicate 29	SRR6915172	SRS3104893	SBJ81H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813962	MIMS.me	SRX3862837	SBJ80H	2352	1153	replicate = biological replicate 43	SRR6915173	SRS3104892	SBJ80H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813977	MIGS/MIMS/MIMARKS.human-gut	SRX3862836	SBJ79H	3203	1564	replicate = biological replicate 58	SRR6915174	SRS3104891	SBJ79H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813969	MIMS.me	SRX3862835	SBJ84H	3557	1723	replicate = biological replicate 50	SRR6915175	SRS3104890	SBJ84H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813933	MIMS.me	SRX3862834	SBJ83H	2272	1106	replicate = biological replicate 14	SRR6915176	SRS3104889	SBJ83H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
196	SAMN08813928	MIMS.me	SRX3862833	SBJ12C	3584	1710	replicate = biological replicate 9	SRR6915177	SRS3104888	SBJ12C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813944	MIGS/MIMS/MIMARKS.human-gut	SRX3862832	SBJ11C	4434	2149	replicate = biological replicate 25	SRR6915178	SRS3104887	SBJ11C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
197	SAMN08813966	MIMS.me	SRX3862831	SBJ06C	5508	2618	replicate = biological replicate 47	SRR6915179	SRS3104886	SBJ06C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813967	MIMS.me	SRX3862830	SBJ05C	4108	1946	replicate = biological replicate 48	SRR6915180	SRS3104885	SBJ05C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813938	MIMS.me	SRX3862829	SBJ10C	4508	2164	replicate = biological replicate 19	SRR6915181	SRS3104884	SBJ10C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813958	MIMS.me	SRX3862828	SBJ07C	5521	2650	replicate = biological replicate 39	SRR6915182	SRS3104882	SBJ07C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813945	MIGS/MIMS/MIMARKS.human-gut	SRX3862827	SBJ02C	3979	1924	replicate = biological replicate 26	SRR6915183	SRS3104883	SBJ02C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813946	MIMS.me	SRX3862826	SBJ01C	3982	1931	replicate = biological replicate 27	SRR6915184	SRS3104881	SBJ01C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08813936	MIMS.me	SRX3862825	SBJ04C	3290	1564	replicate = biological replicate 17	SRR6915185	SRS3104880	SBJ04C	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
197	SAMN08813974	MIGS/MIMS/MIMARKS.human-gut	SRX3862824	SBJ03H	5668	2678	replicate = biological replicate 55	SRR6915186	SRS3104879	SBJ03H	11-Jan-2016	Italy: Milan	45.414028 N 9.208268 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814049	MIMS.me	SRX3862823	VF265	1633	801	replicate = biological replicate 130	SRR6915187	SRS3104878	VF265	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814028	MIMS.me	SRX3862822	VF270	3382	1617	replicate = biological replicate 109	SRR6915188	SRS3104877	VF270	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814048	MIMS.me	SRX3862821	VF263	7151	3492	replicate = biological replicate 129	SRR6915189	SRS3104876	VF263	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814038	MIMS.me	SRX3862820	VF264	8664	4143	replicate = biological replicate 119	SRR6915190	SRS3104875	VF264	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814046	MIGS/MIMS/MIMARKS.human-gut	SRX3862819	VF261	2090	1012	replicate = biological replicate 127	SRR6915191	SRS3104874	VF261	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814047	MIGS/MIMS/MIMARKS.human-gut	SRX3862818	VF262	5375	2603	replicate = biological replicate 128	SRR6915192	SRS3104873	VF262	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814041	MIGS/MIMS/MIMARKS.human-gut	SRX3862817	VF255	2341	1129	replicate = biological replicate 122	SRR6915193	SRS3104872	VF255	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
198	SAMN08814040	MIMS.me	SRX3862816	VF259	2503	1164	replicate = biological replicate 121	SRR6915194	SRS3104871	VF259	12-Feb-2017	Italy: Vercelli	45.312990 N 8.422263 E	WGS	PRJNA447983	ANDREWMALTEZTHOMAS@GMAIL.COM'S SHARED SUBMISSIONS	public	sra	ncbi	0	Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	2018-03-29	human gut metagenome	ILLUMINA	2018-08-14	SRP136711	human	digestive system	stool	Homo sapiens
