Run,Assay Type,BioProject,BioSample,Center Name,Collection_Date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Bytes
ERR2017504,WGS,PRJEB21528,SAMEA104142398,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077086,SAMEA104142398,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001187-66,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142398,N1293,Illumina,ERP023788,N1293,"sra,fastq","ena,s3","ena,s3.us-east-1",197,4872268002,3614320708
ERR2017505,WGS,PRJEB21528,SAMEA104142399,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077087,SAMEA104142399,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001188-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142399,N1294,Illumina,ERP023788,N1294,fastq,ena,ena,,,
ERR2017506,WGS,PRJEB21528,SAMEA104142400,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077088,SAMEA104142400,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001189-75,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142400,N1295,Illumina,ERP023788,N1295,"fastq,sra","ena,s3","s3.us-east-1,ena",197,4291567430,3155375253
ERR2017507,WGS,PRJEB21528,SAMEA104142401,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077089,SAMEA104142401,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001190-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142401,N1296,Illumina,ERP023788,N1296,"fastq,sra","s3,ena","s3.us-east-1,ena",197,6097191744,4494146381
ERR2017508,WGS,PRJEB21528,SAMEA104142402,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077090,SAMEA104142402,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001191-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142402,N1297,Illumina,ERP023788,N1297,"sra,fastq","s3,ena","s3.us-east-1,ena",197,6637806316,4882614334
ERR2017509,WGS,PRJEB21528,SAMEA104142403,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077091,SAMEA104142403,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:11Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001192-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142403,N1298,Illumina,ERP023788,N1298,fastq,ena,ena,,,
ERR2017510,WGS,PRJEB21528,SAMEA104142404,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077092,SAMEA104142404,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001193-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142404,N1299,Illumina,ERP023788,N1299,"fastq,sra","s3,ena","s3.us-east-1,ena",197,6022113998,4450437423
ERR2017511,WGS,PRJEB21528,SAMEA104142224,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077093,SAMEA104142224,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020725-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142224,N129,Illumina,ERP023788,N129,fastq,ena,ena,,,
ERR2017512,WGS,PRJEB21528,SAMEA104142405,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077094,SAMEA104142405,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001194-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142405,N1300,Illumina,ERP023788,N1300,"fastq,sra","ena,s3","s3.us-east-1,ena",197,5998241772,4444376506
ERR2017513,WGS,PRJEB21528,SAMEA104142406,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077095,SAMEA104142406,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001195-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142406,N1301,Illumina,ERP023788,N1301,"fastq,sra","ena,s3","ena,s3.us-east-1",197,6781295716,5007523991
ERR2017514,WGS,PRJEB21528,SAMEA104142407,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077096,SAMEA104142407,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001196-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142407,N1302,Illumina,ERP023788,N1302,"fastq,sra","s3,ena","s3.us-east-1,ena",197,5663981270,4191802056
ERR2017515,WGS,PRJEB21528,SAMEA104142408,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077097,SAMEA104142408,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001197-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142408,N1307,Illumina,ERP023788,N1307,"sra,fastq","ena,s3","s3.us-east-1,ena",197,6192771904,4601393565
ERR2017516,WGS,PRJEB21528,SAMEA104142448,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077098,SAMEA104142448,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001572-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142448,N1308,Illumina,ERP023788,N1308,"fastq,sra","s3,ena","ena,s3.us-east-1",124,4863288597,3418048201
ERR2017517,WGS,PRJEB21528,SAMEA104142409,BEIJING GENOME INSTITUTE,2013,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077099,SAMEA104142409,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001198-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142409,N1309,Illumina,ERP023788,N1309,"sra,fastq","s3,ena","s3.us-east-1,ena",197,5386541362,3987921124
ERR2017518,WGS,PRJEB21528,SAMEA104142223,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077100,SAMEA104142223,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:08Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020726-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142223,N135,Illumina,ERP023788,N135,"fastq,sra","s3,ena","s3.us-east-1,ena",196,6057262589,4594431724
ERR2017519,WGS,PRJEB21528,SAMEA104142216,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077101,SAMEA104142216,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020916-36,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142216,N136,Illumina,ERP023788,N136,"fastq,sra","ena,s3","s3.us-east-1,ena",196,7503520197,5719633508
ERR2017520,WGS,PRJEB21528,SAMEA104142221,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077102,SAMEA104142221,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020911-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142221,N137,Illumina,ERP023788,N137,"fastq,sra","s3,ena","ena,s3.us-east-1",196,7536389190,5712943002
ERR2017521,WGS,PRJEB21528,SAMEA104142217,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077103,SAMEA104142217,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020915-39,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142217,N140,Illumina,ERP023788,N140,"fastq,sra","ena,s3","s3.us-east-1,ena",196,7042907799,5385312886
ERR2017522,WGS,PRJEB21528,SAMEA104142215,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077104,SAMEA104142215,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020917-75,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142215,N142,Illumina,ERP023788,N142,"fastq,sra","ena,s3","s3.us-east-1,ena",191,7317166555,6118661107
ERR2017523,WGS,PRJEB21528,SAMEA104142214,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077105,SAMEA104142214,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020918-43,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142214,N143,Illumina,ERP023788,N143,"fastq,sra","ena,s3","ena,s3.us-east-1",193,5203224135,4296179691
ERR2017524,WGS,PRJEB21528,SAMEA104142220,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077106,SAMEA104142220,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020912-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142220,N147,Illumina,ERP023788,N147,"sra,fastq","s3,ena","s3.us-east-1,ena",194,6259368982,5048413562
ERR2017525,WGS,PRJEB21528,SAMEA104142213,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077107,SAMEA104142213,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020919-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142213,N148,Illumina,ERP023788,N148,"sra,fastq","s3,ena","s3.us-east-1,ena",194,7222408266,5797912986
ERR2017526,WGS,PRJEB21528,SAMEA104142219,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077108,SAMEA104142219,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020913-46,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142219,N149,Illumina,ERP023788,N149,"sra,fastq","ena,s3","ena,s3.us-east-1",192,6658741146,5536610159
ERR2017527,WGS,PRJEB21528,SAMEA104142212,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077109,SAMEA104142212,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020920-47,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142212,N150,Illumina,ERP023788,N150,"fastq,sra","ena,s3","s3.us-east-1,ena",197,7618389981,5626989100
ERR2017528,WGS,PRJEB21528,SAMEA104142218,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077110,SAMEA104142218,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020914-56,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142218,N152,Illumina,ERP023788,N152,"fastq,sra","s3,ena","ena,s3.us-east-1",196,7505667798,5705258581
ERR2017529,WGS,PRJEB21528,SAMEA104142211,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077111,SAMEA104142211,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020921-57,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142211,N153,Illumina,ERP023788,N153,"sra,fastq","s3,ena","s3.us-east-1,ena",196,8190627295,6266315336
ERR2017530,WGS,PRJEB21528,SAMEA104142210,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077112,SAMEA104142210,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI020922-62,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142210,N155,Illumina,ERP023788,N155,"sra,fastq","ena,s3","ena,s3.us-east-1",196,7216928456,5512842809
ERR2017531,WGS,PRJEB21528,SAMEA104142078,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077113,SAMEA104142078,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI027666-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142078,N167,Illumina,ERP023788,N167,"sra,fastq","ena,s3","ena,s3.us-east-1",196,5900247178,4494438350
ERR2017532,WGS,PRJEB21528,SAMEA104142077,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077114,SAMEA104142077,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI027667-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142077,N168,Illumina,ERP023788,N168,"sra,fastq","s3,ena","ena,s3.us-east-1",194,5888309792,4566054771
ERR2017533,WGS,PRJEB21528,SAMEA104142153,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077115,SAMEA104142153,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026464-78,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142153,N170,Illumina,ERP023788,N170,"sra,fastq","s3,ena","ena,s3.us-east-1",193,7003986561,5807406240
ERR2017534,WGS,PRJEB21528,SAMEA104142152,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077116,SAMEA104142152,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026465-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142152,N171,Illumina,ERP023788,N171,"fastq,sra","ena,s3","s3.us-east-1,ena",193,6028450948,4972349110
ERR2017535,WGS,PRJEB21528,SAMEA104142151,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077117,SAMEA104142151,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026466-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142151,N172,Illumina,ERP023788,N172,"sra,fastq","ena,s3","s3.us-east-1,ena",195,6581199065,5289300681
ERR2017536,WGS,PRJEB21528,SAMEA104142150,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077118,SAMEA104142150,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026467-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142150,N173,Illumina,ERP023788,N173,"sra,fastq","s3,ena","s3.us-east-1,ena",194,6027685294,4929375241
ERR2017537,WGS,PRJEB21528,SAMEA104142149,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077119,SAMEA104142149,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026468-85,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142149,N174,Illumina,ERP023788,N174,"sra,fastq","ena,s3","s3.us-east-1,ena",193,7269355733,5961207115
ERR2017538,WGS,PRJEB21528,SAMEA104142148,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077120,SAMEA104142148,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026469-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142148,N175,Illumina,ERP023788,N175,"sra,fastq","ena,s3","ena,s3.us-east-1",195,6011579281,4693314969
ERR2017539,WGS,PRJEB21528,SAMEA104142147,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077121,SAMEA104142147,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026470-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142147,N176,Illumina,ERP023788,N176,"fastq,sra","ena,s3","ena,s3.us-east-1",195,5763277470,4459220404
ERR2017540,WGS,PRJEB21528,SAMEA104142146,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077122,SAMEA104142146,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026472-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142146,N182,Illumina,ERP023788,N182,"fastq,sra","ena,s3","s3.us-east-1,ena",194,5747988788,4507122971
ERR2017541,WGS,PRJEB21528,SAMEA104142145,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077123,SAMEA104142145,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026474-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142145,N184,Illumina,ERP023788,N184,"sra,fastq","s3,ena","ena,s3.us-east-1",195,5257476075,4131462892
ERR2017542,WGS,PRJEB21528,SAMEA104142144,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077124,SAMEA104142144,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026475-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142144,N185,Illumina,ERP023788,N185,"fastq,sra","s3,ena","ena,s3.us-east-1",195,6848794211,5466590287
ERR2017543,WGS,PRJEB21528,SAMEA104142143,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077125,SAMEA104142143,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026476-96,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142143,N186,Illumina,ERP023788,N186,"fastq,sra","ena,s3","ena,s3.us-east-1",194,6073940556,4922152455
ERR2017544,WGS,PRJEB21528,SAMEA104142142,BEIJING GENOME INSTITUTE,2012,public,2017-12-14,2017-08-26,2018-11-16,2017-06-27,human gut,human-associated habitat,faeces,ERX2077126,SAMEA104142142,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026477-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142142,N187,Illumina,ERP023788,N187,"fastq,sra","s3,ena","ena,s3.us-east-1",194,5154461507,4150490850
