cazy_family	phylum	meanCopyNumber	prevalence
CBM77	Bacteroidetes	0.0168637073388356	0.0168637073388356
CBM77	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM77	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM77	Bacteria phylum incertae sedis	0	0
CBM77		0.024815361890694238	0.02156573116691285
CBM78	Proteobacteria	2.9319781078967946e-4	2.9319781078967946e-4
CBM78	Firmicutes	0.005012693433371603	0.004802483708746342
CBM78	Candidatus Melainabacteria	0	0
CBM78	Chloroflexi	0	0
CBM78	Actinobacteria	0	0
CBM78	Spirochaetes	0	0
CBM78	Lentisphaerae	0	0
CBM78	Euryarchaeota	0	0
CBM78	Fusobacteria	0	0
CBM78	Synergistetes	0	0
CBM78	Tenericutes	0	0
CBM78	Fibrobacteres	0	0
CBM78	Elusimicrobia	0	0
CBM78	Verrucomicrobia	0	0
CBM78	Bacteroidetes	0	0
CBM78	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM78	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM78	Bacteria phylum incertae sedis	0	0
CBM78		0.0035450516986706058	0.0035450516986706058
CBM8	Proteobacteria	0	0
CBM8	Firmicutes	1.616997881732775e-5	1.6169978817327748e-5
CBM8	Candidatus Melainabacteria	0	0
CBM8	Chloroflexi	0	0
CBM8	Actinobacteria	0	0
CBM8	Spirochaetes	0	0
CBM8	Lentisphaerae	0	0
CBM8	Euryarchaeota	0	0
CBM8	Fusobacteria	0	0
CBM8	Synergistetes	0	0
CBM8	Tenericutes	0	0
CBM8	Fibrobacteres	0	0
CBM8	Elusimicrobia	0	0
CBM8	Verrucomicrobia	0	0
CBM8	Bacteroidetes	0	0
CBM8	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM8	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM8	Bacteria phylum incertae sedis	0	0
CBM8		0	0
CBM82	Proteobacteria	9.77326035965598e-5	9.773260359655981e-5
CBM82	Firmicutes	0.04425723202302605	0.04417638212893941
CBM82	Candidatus Melainabacteria	0	0
CBM82	Chloroflexi	0	0
CBM82	Actinobacteria	0	0
CBM82	Spirochaetes	0	0
CBM82	Lentisphaerae	0	0
CBM82	Euryarchaeota	0	0
CBM82	Fusobacteria	0	0
CBM82	Synergistetes	0	0
CBM82	Tenericutes	0	0
CBM82	Fibrobacteres	0	0
CBM82	Elusimicrobia	0	0
CBM82	Verrucomicrobia	0	0
CBM82	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
CBM82	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM82	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM82	Bacteria phylum incertae sedis	0	0
CBM82		0.018020679468242245	0.018020679468242245
CBM83	Proteobacteria	9.77326035965598e-5	9.773260359655981e-5
CBM83	Firmicutes	0.06007147130637259	0.05999062141228595
CBM83	Candidatus Melainabacteria	0	0
CBM83	Chloroflexi	0	0
CBM83	Actinobacteria	0	0
CBM83	Spirochaetes	0	0
CBM83	Lentisphaerae	0	0
CBM83	Euryarchaeota	0	0
CBM83	Fusobacteria	0	0
CBM83	Synergistetes	0	0
CBM83	Tenericutes	0	0
CBM83	Fibrobacteres	0	0
CBM83	Elusimicrobia	0	0
CBM83	Verrucomicrobia	0	0
CBM83	Bacteroidetes	1.3383894713361587e-4	1.338389471336159e-4
CBM83	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM83	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM83	Bacteria phylum incertae sedis	0	0
CBM83		0.023929098966026588	0.023929098966026588
CBM85	Proteobacteria	1.9546520719311962e-4	1.9546520719311962e-4
CBM85	Firmicutes	1.6169978817327752e-4	1.1318985172129424e-4
CBM85	Candidatus Melainabacteria	0	0
CBM85	Chloroflexi	0	0
CBM85	Actinobacteria	0	0
CBM85	Spirochaetes	0	0
CBM85	Lentisphaerae	0	0
CBM85	Euryarchaeota	0	0
CBM85	Fusobacteria	0	0
CBM85	Synergistetes	0	0
CBM85	Tenericutes	0	0
CBM85	Fibrobacteres	0	0
CBM85	Elusimicrobia	0	0
CBM85	Verrucomicrobia	0	0
CBM85	Bacteroidetes	6.691947356680794e-4	6.691947356680794e-4
CBM85	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM85	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM85	Bacteria phylum incertae sedis	0.0034285714285714284	0.002285714285714286
CBM85		2.954209748892171e-4	2.954209748892171e-4
CBM86	Proteobacteria	0	0
CBM86	Firmicutes	0.038339019775884095	0.038322849797066766
CBM86	Candidatus Melainabacteria	0	0
CBM86	Chloroflexi	0	0
CBM86	Actinobacteria	0	0
CBM86	Spirochaetes	0	0
CBM86	Lentisphaerae	0	0
CBM86	Euryarchaeota	0	0
CBM86	Fusobacteria	0	0
CBM86	Synergistetes	0	0
CBM86	Tenericutes	0	0
CBM86	Fibrobacteres	0	0
CBM86	Elusimicrobia	0	0
CBM86	Verrucomicrobia	0	0
CBM86	Bacteroidetes	4.4612982377871954e-5	4.461298237787196e-5
CBM86	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM86	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM86	Bacteria phylum incertae sedis	0	0
CBM86		0.01536189069423929	0.01536189069423929
CBM9	Proteobacteria	0.0011727912431587176	9.77326035965598e-4
CBM9	Firmicutes	0.06516501463383083	0.06413013598952186
CBM9	Candidatus Melainabacteria	0	0
CBM9	Chloroflexi	0	0
CBM9	Actinobacteria	0.013848396501457727	0.013666180758017493
CBM9	Spirochaetes	0	0
CBM9	Lentisphaerae	1.0769230769230769	0.7435897435897436
CBM9	Euryarchaeota	0	0
CBM9	Fusobacteria	0	0
CBM9	Synergistetes	0	0
CBM9	Tenericutes	0	0
CBM9	Fibrobacteres	0	0
CBM9	Elusimicrobia	0	0
CBM9	Verrucomicrobia	0.002094972067039106	0.002094972067039106
CBM9	Bacteroidetes	0.165157260762882	0.16462190497434753
CBM9	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CBM9	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CBM9	Bacteria phylum incertae sedis	0.026285714285714287	0.02057142857142857
CBM9		0.054948301329394385	0.05406203840472674
CE1	Proteobacteria	2.0289288506645815	0.7266419077404223
CE1	Firmicutes	1.3135035493103504	0.6383260837928302
CE1	Candidatus Melainabacteria	0	0
CE1	Chloroflexi	3.1784565916398715	0.815112540192926
CE1	Actinobacteria	0.9901603498542274	0.6568877551020408
CE1	Spirochaetes	0.31547619047619047	0.30357142857142855
CE1	Lentisphaerae	2	1
CE1	Euryarchaeota	0.8464646464646465	0.8404040404040404
CE1	Fusobacteria	2.6636363636363636	0.8136363636363636
CE1	Synergistetes	0.39285714285714285	0.39285714285714285
CE1	Tenericutes	0.15846994535519127	0.15846994535519127
CE1	Fibrobacteres	2	1
CE1	Elusimicrobia	0.21052631578947367	0.21052631578947367
CE1	Verrucomicrobia	0.12918994413407822	0.08170391061452514
CE1	Bacteroidetes	4.928351550301137	0.9969217042159269
CE1	Bacteria phylum [Firmicutes/Actinobacteria]	1.6666666666666667	0.5555555555555556
CE1	Bacteria phylum [Proteobacteria/Firmicutes]	0.9430379746835443	0.9430379746835443
CE1	Bacteria phylum incertae sedis	4.843428571428571	0.8594285714285714
CE1		1.821565731166913	0.6304283604135894
CE11	Proteobacteria	0.9180023455824863	0.9142885066458171
CE11	Firmicutes	0.07375127338583186	0.07358957359765858
CE11	Candidatus Melainabacteria	0.9285714285714286	0.9285714285714286
CE11	Chloroflexi	0.8006430868167203	0.7990353697749196
CE11	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
CE11	Spirochaetes	0.30952380952380953	0.2976190476190476
CE11	Lentisphaerae	1	1
CE11	Euryarchaeota	0.00202020202020202	0.00202020202020202
CE11	Fusobacteria	0.9409090909090909	0.9363636363636364
CE11	Synergistetes	0.9642857142857143	0.9642857142857143
CE11	Tenericutes	0	0
CE11	Fibrobacteres	1	1
CE11	Elusimicrobia	0.9868421052631579	0.9868421052631579
CE11	Verrucomicrobia	0.9832402234636871	0.9804469273743017
CE11	Bacteroidetes	0.9581530225295561	0.9533794334151238
CE11	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE11	Bacteria phylum [Proteobacteria/Firmicutes]	0.9620253164556962	0.9556962025316456
CE11	Bacteria phylum incertae sedis	0.1382857142857143	0.1382857142857143
CE11		0.27887740029542096	0.2776957163958641
CE12	Proteobacteria	0.01035965598123534	0.004691164972634871
CE12	Firmicutes	0.3663147001277428	0.1690409585563443
CE12	Candidatus Melainabacteria	0	0
CE12	Chloroflexi	0	0
CE12	Actinobacteria	9.110787172011661e-4	7.288629737609329e-4
CE12	Spirochaetes	0.03571428571428571	0.017857142857142856
CE12	Lentisphaerae	0.7692307692307693	0.7692307692307693
CE12	Euryarchaeota	0.00404040404040404	0.00404040404040404
CE12	Fusobacteria	0	0
CE12	Synergistetes	0	0
CE12	Tenericutes	0	0
CE12	Fibrobacteres	2	1
CE12	Elusimicrobia	0	0
CE12	Verrucomicrobia	0.0034916201117318434	0.0034916201117318434
CE12	Bacteroidetes	0.8579076511264778	0.30720499665402634
CE12	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE12	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE12	Bacteria phylum incertae sedis	0.054857142857142854	0.053714285714285714
CE12		0.35923190546528805	0.14564254062038404
CE13	Proteobacteria	9.773260359655981e-5	9.773260359655981e-5
CE13	Firmicutes	0.0024254968225991625	0.0024254968225991625
CE13	Candidatus Melainabacteria	0	0
CE13	Chloroflexi	0	0
CE13	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
CE13	Spirochaetes	0	0
CE13	Lentisphaerae	0	0
CE13	Euryarchaeota	0	0
CE13	Fusobacteria	0	0
CE13	Synergistetes	0	0
CE13	Tenericutes	0	0
CE13	Fibrobacteres	0	0
CE13	Elusimicrobia	0	0
CE13	Verrucomicrobia	0	0
CE13	Bacteroidetes	8.922596475574391e-5	8.922596475574392e-5
CE13	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE13	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE13	Bacteria phylum incertae sedis	0	0
CE13		5.908419497784342e-4	5.908419497784342e-4
CE14	Proteobacteria	0.31333072713057075	0.31039874902267395
CE14	Firmicutes	0.03929304852610643	0.036625002021247355
CE14	Candidatus Melainabacteria	0	0
CE14	Chloroflexi	0	0
CE14	Actinobacteria	0.03498542274052478	0.01694606413994169
CE14	Spirochaetes	0.011904761904761904	0.011904761904761904
CE14	Lentisphaerae	0.5897435897435898	0.3333333333333333
CE14	Euryarchaeota	0	0
CE14	Fusobacteria	0.022727272727272728	0.022727272727272728
CE14	Synergistetes	0	0
CE14	Tenericutes	0.01092896174863388	0.01092896174863388
CE14	Fibrobacteres	0	0
CE14	Elusimicrobia	0	0
CE14	Verrucomicrobia	0.011871508379888268	0.011871508379888268
CE14	Bacteroidetes	0.015569930849877315	0.015391478920365827
CE14	Bacteria phylum [Firmicutes/Actinobacteria]	0.5555555555555556	0.4444444444444444
CE14	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE14	Bacteria phylum incertae sedis	0.026285714285714287	0.024
CE14		0.03545051698670606	0.03426883308714919
CE15	Proteobacteria	0.013193901485535574	0.00987099296325254
CE15	Firmicutes	0.06142974952702812	0.03722329123748848
CE15	Candidatus Melainabacteria	0	0
CE15	Chloroflexi	0.05627009646302251	0.05466237942122187
CE15	Actinobacteria	0	0
CE15	Spirochaetes	0	0
CE15	Lentisphaerae	1.6153846153846154	1
CE15	Euryarchaeota	0	0
CE15	Fusobacteria	0	0
CE15	Synergistetes	0	0
CE15	Tenericutes	0.06557377049180328	0.06557377049180328
CE15	Fibrobacteres	0	0
CE15	Elusimicrobia	0	0
CE15	Verrucomicrobia	0.16550279329608938	0.07960893854748603
CE15	Bacteroidetes	0.1984385456167745	0.17675663618112872
CE15	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE15	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE15	Bacteria phylum incertae sedis	0.09942857142857142	0.07314285714285715
CE15		0.059379615952732646	0.04667651403249631
CE17	Proteobacteria	0.0013682564503518374	0.0013682564503518374
CE17	Firmicutes	0.1542454279384894	0.14994421357308022
CE17	Candidatus Melainabacteria	0	0
CE17	Chloroflexi	0	0
CE17	Actinobacteria	0	0
CE17	Spirochaetes	0	0
CE17	Lentisphaerae	0	0
CE17	Euryarchaeota	0	0
CE17	Fusobacteria	0	0
CE17	Synergistetes	0	0
CE17	Tenericutes	0	0
CE17	Fibrobacteres	0	0
CE17	Elusimicrobia	0	0
CE17	Verrucomicrobia	0	0
CE17	Bacteroidetes	8.476466651795672e-4	8.476466651795672e-4
CE17	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE17	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE17	Bacteria phylum incertae sedis	0.010285714285714285	0.010285714285714285
CE17		0.07740029542097489	0.07562776957163958
CE2	Proteobacteria	0.009675527756059421	0.008600469116497263
CE2	Firmicutes	0.3247578545672105	0.20526171110715846
CE2	Candidatus Melainabacteria	0	0
CE2	Chloroflexi	0.7604501607717041	0.7572347266881029
CE2	Actinobacteria	0.06978862973760933	0.06942419825072886
CE2	Spirochaetes	0.017857142857142856	0.011904761904761904
CE2	Lentisphaerae	0	0
CE2	Euryarchaeota	0	0
CE2	Fusobacteria	0	0
CE2	Synergistetes	0	0
CE2	Tenericutes	0	0
CE2	Fibrobacteres	1	1
CE2	Elusimicrobia	0	0
CE2	Verrucomicrobia	0	0
CE2	Bacteroidetes	0.24644211465536472	0.2383671648449699
CE2	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE2	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE2	Bacteria phylum incertae sedis	0.002285714285714286	0.002285714285714286
CE2		0.22717872968980798	0.16277695716395865
CE3	Proteobacteria	3.9093041438623924e-4	3.9093041438623924e-4
CE3	Firmicutes	0.006031402098863251	0.005788852416603334
CE3	Candidatus Melainabacteria	0	0
CE3	Chloroflexi	0	0
CE3	Actinobacteria	3.6443148688046647e-4	3.6443148688046647e-4
CE3	Spirochaetes	0	0
CE3	Lentisphaerae	0	0
CE3	Euryarchaeota	0	0
CE3	Fusobacteria	0	0
CE3	Synergistetes	0	0
CE3	Tenericutes	0	0
CE3	Fibrobacteres	0	0
CE3	Elusimicrobia	0	0
CE3	Verrucomicrobia	0	0
CE3	Bacteroidetes	0.04064242694624136	0.04064242694624136
CE3	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE3	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE3	Bacteria phylum incertae sedis	0.012571428571428572	0.011428571428571429
CE3		0.012407680945347119	0.012112259970457902
CE4	Proteobacteria	1.3504691164972635	0.6311571540265832
CE4	Firmicutes	3.107837588732759	0.9792215772197338
CE4	Candidatus Melainabacteria	0	0
CE4	Chloroflexi	2.139871382636656	0.9935691318327974
CE4	Actinobacteria	0.6649052478134111	0.5748906705539358
CE4	Spirochaetes	0.75	0.4583333333333333
CE4	Lentisphaerae	4.794871794871795	1
CE4	Euryarchaeota	0.09292929292929293	0.08282828282828283
CE4	Fusobacteria	1.290909090909091	0.8772727272727273
CE4	Synergistetes	1.5	0.8214285714285714
CE4	Tenericutes	1.7322404371584699	0.9344262295081968
CE4	Fibrobacteres	1	1
CE4	Elusimicrobia	0.9342105263157895	0.9210526315789473
CE4	Verrucomicrobia	1.7807262569832403	0.9287709497206704
CE4	Bacteroidetes	1.7953602498327013	0.9488735221949587
CE4	Bacteria phylum [Firmicutes/Actinobacteria]	2	1
CE4	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE4	Bacteria phylum incertae sedis	3.4171428571428573	0.9805714285714285
CE4		2.5258493353028064	0.9140324963072378
CE5	Proteobacteria	4.88663017982799e-4	4.88663017982799e-4
CE5	Firmicutes	1.1318985172129423e-4	1.1318985172129424e-4
CE5	Candidatus Melainabacteria	0	0
CE5	Chloroflexi	0	0
CE5	Actinobacteria	0.03571428571428571	0.023323615160349854
CE5	Spirochaetes	0	0
CE5	Lentisphaerae	0	0
CE5	Euryarchaeota	0	0
CE5	Fusobacteria	0	0
CE5	Synergistetes	0	0
CE5	Tenericutes	0	0
CE5	Fibrobacteres	0	0
CE5	Elusimicrobia	0	0
CE5	Verrucomicrobia	0.0013966480446927375	0.0013966480446927375
CE5	Bacteroidetes	0	0
CE5	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE5	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE5	Bacteria phylum incertae sedis	0	0
CE5		5.908419497784342e-4	5.908419497784342e-4
CE6	Proteobacteria	0.0018569194683346363	0.0014659890539483972
CE6	Firmicutes	0.019452484517245284	0.019355464644341316
CE6	Candidatus Melainabacteria	0	0
CE6	Chloroflexi	0	0
CE6	Actinobacteria	5.466472303206997e-4	5.466472303206997e-4
CE6	Spirochaetes	0	0
CE6	Lentisphaerae	1.0512820512820513	0.9743589743589743
CE6	Euryarchaeota	0	0
CE6	Fusobacteria	0	0
CE6	Synergistetes	0	0
CE6	Tenericutes	0	0
CE6	Fibrobacteres	1	1
CE6	Elusimicrobia	0	0
CE6	Verrucomicrobia	0	0
CE6	Bacteroidetes	0.2243586883783181	0.157840731652911
CE6	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
CE6	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE6	Bacteria phylum incertae sedis	0.07085714285714285	0.04914285714285714
CE6		0.04638109305760709	0.036336779911373705
CE7	Proteobacteria	0.01573494917904613	0.008991399530883503
CE7	Firmicutes	0.04490403117571916	0.03474928447843734
CE7	Candidatus Melainabacteria	0	0
CE7	Chloroflexi	0.001607717041800643	0.001607717041800643
CE7	Actinobacteria	0.321064139941691	0.3108600583090379
CE7	Spirochaetes	0.3273809523809524	0.24404761904761904
CE7	Lentisphaerae	6.128205128205129	1
CE7	Euryarchaeota	0	0
CE7	Fusobacteria	0.2590909090909091	0.2545454545454545
CE7	Synergistetes	0	0
CE7	Tenericutes	0	0
CE7	Fibrobacteres	0	0
CE7	Elusimicrobia	0	0
CE7	Verrucomicrobia	0.24581005586592178	0.08100558659217877
CE7	Bacteroidetes	0.5667187151461075	0.40490742806156593
CE7	Bacteria phylum [Firmicutes/Actinobacteria]	0.4444444444444444	0.4444444444444444
CE7	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE7	Bacteria phylum incertae sedis	0.592	0.08228571428571428
CE7		0.13500738552437222	0.10901033973412112
CE8	Proteobacteria	0.4586591086786552	0.44126270523846756
CE8	Firmicutes	0.3982665782707825	0.2215933897126595
CE8	Candidatus Melainabacteria	0	0
CE8	Chloroflexi	0.001607717041800643	0.001607717041800643
CE8	Actinobacteria	0.2489067055393586	0.23870262390670555
CE8	Spirochaetes	0.47619047619047616	0.47023809523809523
CE8	Lentisphaerae	0.20512820512820512	0.20512820512820512
CE8	Euryarchaeota	0.01818181818181818	0.01818181818181818
CE8	Fusobacteria	0.35454545454545455	0.35454545454545455
CE8	Synergistetes	0	0
CE8	Tenericutes	0	0
CE8	Fibrobacteres	0	0
CE8	Elusimicrobia	0	0
CE8	Verrucomicrobia	0.0013966480446927375	0.0013966480446927375
CE8	Bacteroidetes	1.0673656033905867	0.29797010930180684
CE8	Bacteria phylum [Firmicutes/Actinobacteria]	0.4444444444444444	0.4444444444444444
CE8	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
CE8	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
CE8		0.4443131462333826	0.2038404726735598
CE9	Proteobacteria	1.585711493354183	0.7931000781860829
CE9	Firmicutes	1.2016881457885291	0.7638697993305629
CE9	Candidatus Melainabacteria	1	1
CE9	Chloroflexi	0.6366559485530546	0.45337620578778137
CE9	Actinobacteria	1.0260568513119535	0.828899416909621
CE9	Spirochaetes	0.4583333333333333	0.38095238095238093
CE9	Lentisphaerae	3.8461538461538463	1
CE9	Euryarchaeota	0.026262626262626262	0.026262626262626262
CE9	Fusobacteria	2.3227272727272728	0.9681818181818181
CE9	Synergistetes	0.6428571428571429	0.6071428571428571
CE9	Tenericutes	0.08743169398907104	0.08196721311475409
CE9	Fibrobacteres	0	0
CE9	Elusimicrobia	0.9342105263157895	0.9342105263157895
CE9	Verrucomicrobia	0.9567039106145251	0.94972067039106145
CE9	Bacteroidetes	1.1208565692616552	0.5092125808610306
CE9	Bacteria phylum [Firmicutes/Actinobacteria]	2.4444444444444446	1
CE9	Bacteria phylum [Proteobacteria/Firmicutes]	1.0126582278481013	0.9873417721518988
CE9	Bacteria phylum incertae sedis	1.0297142857142858	0.8114285714285714
CE9		1.0576070901033974	0.6709010339734122
GH1	Proteobacteria	1.9071540265832683	0.4918881939014855
GH1	Firmicutes	1.3502094012256844	0.4501398703167699
GH1	Candidatus Melainabacteria	0	0
GH1	Chloroflexi	0.001607717041800643	0.001607717041800643
GH1	Actinobacteria	1.9930758017492711	0.5754373177842566
GH1	Spirochaetes	0.42857142857142855	0.3333333333333333
GH1	Lentisphaerae	1.5897435897435896	0.9743589743589743
GH1	Euryarchaeota	0.01818181818181818	0.012121212121212121
GH1	Fusobacteria	1.0045454545454546	0.6863636363636364
GH1	Synergistetes	0	0
GH1	Tenericutes	0.01639344262295082	0.01639344262295082
GH1	Fibrobacteres	0	0
GH1	Elusimicrobia	0	0
GH1	Verrucomicrobia	0.009078212290502794	0.002793296089385475
GH1	Bacteroidetes	0.004416685255409324	0.003524425607851885
GH1	Bacteria phylum [Firmicutes/Actinobacteria]	3.2222222222222223	1
GH1	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH1	Bacteria phylum incertae sedis	18.670857142857145	0.808
GH1		1.0032496307237815	0.32171344165435745
GH10	Proteobacteria	0.008502736512900703	0.004691164972634871
GH10	Firmicutes	0.2578626521999256	0.11200944326762932
GH10	Candidatus Melainabacteria	0	0
GH10	Chloroflexi	0	0
GH10	Actinobacteria	0.014759475218658892	0.013666180758017493
GH10	Spirochaetes	0.32142857142857145	0.30357142857142855
GH10	Lentisphaerae	3.948717948717949	1
GH10	Euryarchaeota	0	0
GH10	Fusobacteria	0.004545454545454545	0.004545454545454545
GH10	Synergistetes	0	0
GH10	Tenericutes	0.0546448087431694	0.0546448087431694
GH10	Fibrobacteres	2	1
GH10	Elusimicrobia	0	0
GH10	Verrucomicrobia	0.375	0.08519553072625698
GH10	Bacteroidetes	0.4813294668748606	0.26053981708677226
GH10	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH10	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH10	Bacteria phylum incertae sedis	0.16228571428571428	0.07657142857142857
GH10		0.22540620384047266	0.0998522895125554
GH101	Proteobacteria	5.863956215793589e-4	5.863956215793589e-4
GH101	Firmicutes	0.04485552123926718	0.02600132593826302
GH101	Candidatus Melainabacteria	0	0
GH101	Chloroflexi	0	0
GH101	Actinobacteria	0.22940962099125364	0.22795189504373178
GH101	Spirochaetes	0	0
GH101	Lentisphaerae	0	0
GH101	Euryarchaeota	0	0
GH101	Fusobacteria	0	0
GH101	Synergistetes	0	0
GH101	Tenericutes	0	0
GH101	Fibrobacteres	0	0
GH101	Elusimicrobia	0	0
GH101	Verrucomicrobia	0	0
GH101	Bacteroidetes	0.0012937764889582868	0.001249163506580415
GH101	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH101	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH101	Bacteria phylum incertae sedis	0	0
GH101		0.050221565731166914	0.03249630723781388
GH102	Proteobacteria	0.8779319781078968	0.8111806098514465
GH102	Firmicutes	0.0039778147890626265	0.003961644810245298
GH102	Candidatus Melainabacteria	0	0
GH102	Chloroflexi	0.001607717041800643	0.001607717041800643
GH102	Actinobacteria	0	0
GH102	Spirochaetes	0	0
GH102	Lentisphaerae	0	0
GH102	Euryarchaeota	0	0
GH102	Fusobacteria	0	0
GH102	Synergistetes	0	0
GH102	Tenericutes	0	0
GH102	Fibrobacteres	0	0
GH102	Elusimicrobia	0	0
GH102	Verrucomicrobia	0	0
GH102	Bacteroidetes	0.024537140307829577	0.024537140307829577
GH102	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH102	Bacteria phylum [Proteobacteria/Firmicutes]	0.9620253164556962	0.9620253164556962
GH102	Bacteria phylum incertae sedis	0.004571428571428572	0.004571428571428572
GH102		0.05672082717872969	0.050812407680945346
GH103	Proteobacteria	0.8704065676309617	0.8156763096168882
GH103	Firmicutes	4.850993645198325e-5	4.8509936451983245e-5
GH103	Candidatus Melainabacteria	0	0
GH103	Chloroflexi	0	0
GH103	Actinobacteria	1.8221574344023323e-4	1.8221574344023323e-4
GH103	Spirochaetes	0	0
GH103	Lentisphaerae	0	0
GH103	Euryarchaeota	0	0
GH103	Fusobacteria	0	0
GH103	Synergistetes	0	0
GH103	Tenericutes	0	0
GH103	Fibrobacteres	0	0
GH103	Elusimicrobia	0	0
GH103	Verrucomicrobia	0	0
GH103	Bacteroidetes	0	0
GH103	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH103	Bacteria phylum [Proteobacteria/Firmicutes]	0.9746835443037974	0.9683544303797469
GH103	Bacteria phylum incertae sedis	0.001142857142857143	0.001142857142857143
GH103		0.04579025110782865	0.041949778434268836
GH104	Proteobacteria	0.2813721657544957	0.20396794370602034
GH104	Firmicutes	1.6169978817327745e-5	1.6169978817327748e-5
GH104	Candidatus Melainabacteria	0	0
GH104	Chloroflexi	0	0
GH104	Actinobacteria	0	0
GH104	Spirochaetes	0	0
GH104	Lentisphaerae	0	0
GH104	Euryarchaeota	0	0
GH104	Fusobacteria	0	0
GH104	Synergistetes	0	0
GH104	Tenericutes	0	0
GH104	Fibrobacteres	0	0
GH104	Elusimicrobia	0	0
GH104	Verrucomicrobia	0	0
GH104	Bacteroidetes	8.922596475574392e-5	8.922596475574392e-5
GH104	Bacteria phylum [Firmicutes/Actinobacteria]	0	0
GH104	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH104	Bacteria phylum incertae sedis	0	0
GH104		0.006794682422451994	0.005317577548005908
GH105	Proteobacteria	0.14826035965598122	0.12431587177482409
GH105	Firmicutes	0.43641155830085865	0.25566353508076906
GH105	Candidatus Melainabacteria	0	0
GH105	Chloroflexi	0.3762057877813505	0.3762057877813505
GH105	Actinobacteria	0.13866618075801748	0.1381195335276968
GH105	Spirochaetes	0.08333333333333333	0.06547619047619048
GH105	Lentisphaerae	0.3333333333333333	0.3333333333333333
GH105	Euryarchaeota	0.00404040404040404	0.00404040404040404
GH105	Fusobacteria	0.36363636363636365	0.34545454545454546
GH105	Synergistetes	0	0
GH105	Tenericutes	0	0
GH105	Fibrobacteres	0	0
GH105	Elusimicrobia	0	0
GH105	Verrucomicrobia	0.8875698324022346	0.880586592178771
GH105	Bacteroidetes	2.0014722284184696	0.45157260762882
GH105	Bacteria phylum [Firmicutes/Actinobacteria]	0.4444444444444444	0.4444444444444444
GH105	Bacteria phylum [Proteobacteria/Firmicutes]	0	0
GH105	Bacteria phylum incertae sedis	0.046857142857142854	0.037714285714285714
GH105		0.5899556868537666	0.2469719350073855
GH106	Proteobacteria	0.038408913213448005	0.015832681782642688
GH106	Firmicutes	0.1648529340426564	0.10521805216435166
GH106	Candidatus Melainabacteria	0	0
GH106	Chloroflexi	2.491961414790997	0.77491961414791
GH106	Actinobacteria	0.09201895043731778	0.09092565597667639
GH106	Spirochaetes	0	0
GH106	Lentisphaerae	6.6923076923076925	1
GH106	Euryarchaeota	0	0
