Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,Submitter_Id,AvgSpotLen,Bases,instrument_model (run)
ERR1136890,WGS,PRJEB11532,SAMEA3664688,2299230915,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215756,SAMEA3664688,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD285,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664688,PNP_Main_199,ERP012929,PNP_Main_199,194,5573400939,
ERR1136891,WGS,PRJEB11532,SAMEA3664689,1759916159,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215757,SAMEA3664689,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD286,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664689,PNP_Main_200,ERP012929,PNP_Main_200,195,4352314087,
ERR1136892,WGS,PRJEB11532,SAMEA3664690,1216714989,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215758,SAMEA3664690,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,Illumina HiSeq 2500,FD288,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664690,PNP_Main_201,ERP012929,PNP_Main_201,194,2951186235,
ERR1136893,WGS,PRJEB11532,SAMEA3664691,1275094872,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215759,SAMEA3664691,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD289,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664691,PNP_Main_202,ERP012929,PNP_Main_202,194,3074928437,
ERR1136894,WGS,PRJEB11532,SAMEA3664692,796889603,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215760,SAMEA3664692,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD290,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664692,PNP_Main_203,ERP012929,PNP_Main_203,192,1868574040,
ERR1136895,WGS,PRJEB11532,SAMEA3664693,1890094987,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215761,SAMEA3664693,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:08Z,public,Illumina HiSeq 2500,FD291,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664693,PNP_Main_204,ERP012929,PNP_Main_204,195,4625990909,
ERR1136896,WGS,PRJEB11532,SAMEA3664694,575198201,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,s3,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215762,SAMEA3664694,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,Illumina HiSeq 2500,FD292,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664694,PNP_Main_205,ERP012929,PNP_Main_205,194,1391093402,
ERR1136897,WGS,PRJEB11532,SAMEA3664695,1012765016,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215763,SAMEA3664695,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:08Z,public,Illumina HiSeq 2500,FD293,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664695,PNP_Main_206,ERP012929,PNP_Main_206,195,2492214467,
ERR1136898,WGS,PRJEB11532,SAMEA3664696,1412451365,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215764,SAMEA3664696,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,Illumina HiSeq 2500,FD294,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664696,PNP_Main_207,ERP012929,PNP_Main_207,195,3476993349,
ERR1136899,WGS,PRJEB11532,SAMEA3664697,1231183326,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215765,SAMEA3664697,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD295,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664697,PNP_Main_208,ERP012929,PNP_Main_208,194,3004277217,
ERR1136900,WGS,PRJEB11532,SAMEA3664698,1391590619,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena,gs","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215766,SAMEA3664698,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD296,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664698,PNP_Main_209,ERP012929,PNP_Main_209,194,3405676507,
ERR1136901,WGS,PRJEB11532,SAMEA3664699,1902988435,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215767,SAMEA3664699,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,Illumina HiSeq 2500,FD297,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664699,PNP_Main_210,ERP012929,PNP_Main_210,195,4724218892,
ERR1136902,WGS,PRJEB11532,SAMEA3664700,853422957,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215768,SAMEA3664700,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,Illumina HiSeq 2500,FD298,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664700,PNP_Main_211,ERP012929,PNP_Main_211,194,2073729468,
ERR1136903,WGS,PRJEB11532,SAMEA3664701,983077853,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215769,SAMEA3664701,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,Illumina HiSeq 2500,FD299,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664701,PNP_Main_212,ERP012929,PNP_Main_212,194,2383969129,
ERR1136904,WGS,PRJEB11532,SAMEA3664702,1890089295,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215770,SAMEA3664702,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD301,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664702,PNP_Main_213,ERP012929,PNP_Main_213,193,4484155301,
ERR1136905,WGS,PRJEB11532,SAMEA3664703,1400274914,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215771,SAMEA3664703,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD302,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664703,PNP_Main_214,ERP012929,PNP_Main_214,193,3308787460,
ERR1136906,WGS,PRJEB11532,SAMEA3664704,1408195104,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215772,SAMEA3664704,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD303,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664704,PNP_Main_215,ERP012929,PNP_Main_215,193,3341726058,
ERR1136907,WGS,PRJEB11532,SAMEA3664705,1942912790,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215773,SAMEA3664705,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD304,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664705,PNP_Main_216,ERP012929,PNP_Main_216,195,4727425153,
ERR1136908,WGS,PRJEB11532,SAMEA3664706,1225792956,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215774,SAMEA3664706,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD305,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664706,PNP_Main_217,ERP012929,PNP_Main_217,193,2891832606,
ERR1136909,WGS,PRJEB11532,SAMEA3664707,1547828084,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215775,SAMEA3664707,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,Illumina HiSeq 2500,FD306,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664707,PNP_Main_218,ERP012929,PNP_Main_218,194,3694688359,
ERR1136910,WGS,PRJEB11532,SAMEA3664708,797925704,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,ena,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215776,SAMEA3664708,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,Illumina HiSeq 2500,FD307,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664708,PNP_Main_219,ERP012929,PNP_Main_219,193,1880173372,
ERR1136911,WGS,PRJEB11532,SAMEA3664709,1728014152,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,gs,s3","gs.US,s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215777,SAMEA3664709,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD308,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664709,PNP_Main_220,ERP012929,PNP_Main_220,193,4110330680,
ERR1136912,WGS,PRJEB11532,SAMEA3664710,1037748323,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215778,SAMEA3664710,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD309,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664710,PNP_Main_221,ERP012929,PNP_Main_221,193,2418279032,
ERR1136913,WGS,PRJEB11532,SAMEA3664711,1185643635,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215779,SAMEA3664711,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,Illumina HiSeq 2500,FD310,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664711,PNP_Main_222,ERP012929,PNP_Main_222,193,2773995702,
ERR1136914,WGS,PRJEB11532,SAMEA3664712,5322078713,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215780,SAMEA3664712,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:15Z,public,Illumina HiSeq 2500,FD311,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664712,PNP_Main_223,ERP012929,PNP_Main_223,,,
ERR1136915,WGS,PRJEB11532,SAMEA3664713,1442262309,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215781,SAMEA3664713,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD312,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664713,PNP_Main_224,ERP012929,PNP_Main_224,193,3398433641,
ERR1136916,WGS,PRJEB11532,SAMEA3664714,1285472601,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215782,SAMEA3664714,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,Illumina HiSeq 2500,FD313,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664714,PNP_Main_225,ERP012929,PNP_Main_225,192,3020861118,
ERR1136917,WGS,PRJEB11532,SAMEA3664715,778612422,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena,gs","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215783,SAMEA3664715,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD314,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664715,PNP_Main_226,ERP012929,PNP_Main_226,192,1807060912,
ERR1136918,WGS,PRJEB11532,SAMEA3664716,481955299,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","gs,ena,s3","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215784,SAMEA3664716,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,Illumina HiSeq 2500,FD316,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664716,PNP_Main_227,ERP012929,PNP_Main_227,192,1111521626,
ERR1136919,WGS,PRJEB11532,SAMEA3664604,10936379,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215785,SAMEA3664604,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,Illumina HiSeq 2500,FD191,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664604,PNP_Main_115,ERP012929,PNP_Main_115,195,26137321,
ERR1136920,WGS,PRJEB11532,SAMEA3664606,12710079,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,gs,s3","s3.us-east-1,gs.US,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215786,SAMEA3664606,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:16Z,public,Illumina HiSeq 2500,FD193,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664606,PNP_Main_117,ERP012929,PNP_Main_117,195,30713639,
ERR1136921,WGS,PRJEB11532,SAMEA3664615,13442175,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215787,SAMEA3664615,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:12Z,public,Illumina HiSeq 2500,FD202,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664615,PNP_Main_126,ERP012929,PNP_Main_126,196,32600718,
ERR1136922,WGS,PRJEB11532,SAMEA3664681,7109537,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215788,SAMEA3664681,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD277,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664681,PNP_Main_192,ERP012929,PNP_Main_192,196,17482269,
ERR1136923,WGS,PRJEB11532,SAMEA3664682,9785441,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215789,SAMEA3664682,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD278,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664682,PNP_Main_193,ERP012929,PNP_Main_193,196,24263245,
ERR1136924,WGS,PRJEB11532,SAMEA3664725,191121564,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215790,SAMEA3664725,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD325,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664725,PNP_Main_236,ERP012929,PNP_Main_236,195,470976708,
ERR1136925,WGS,PRJEB11532,SAMEA3664726,509517963,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215791,SAMEA3664726,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:11Z,public,Illumina HiSeq 2500,FD326,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664726,PNP_Main_237,ERP012929,PNP_Main_237,195,1254594290,
ERR1136926,WGS,PRJEB11532,SAMEA3664727,414191015,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215792,SAMEA3664727,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:08Z,public,Illumina HiSeq 2500,FD327,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664727,PNP_Main_238,ERP012929,PNP_Main_238,194,1011204095,
ERR1136927,WGS,PRJEB11532,SAMEA3664728,525910015,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215793,SAMEA3664728,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD328,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664728,PNP_Main_239,ERP012929,PNP_Main_239,195,1308586728,
ERR1136928,WGS,PRJEB11532,SAMEA3664729,571733005,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215794,SAMEA3664729,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:09Z,public,Illumina HiSeq 2500,FD329,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664729,PNP_Main_240,ERP012929,PNP_Main_240,195,1401307500,
ERR1136929,WGS,PRJEB11532,SAMEA3664730,593320540,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215795,SAMEA3664730,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,Illumina HiSeq 2500,FD330,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664730,PNP_Main_241,ERP012929,PNP_Main_241,196,1490456059,
ERR1136930,WGS,PRJEB11532,SAMEA3664731,642027211,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215796,SAMEA3664731,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:14Z,public,Illumina HiSeq 2500,FD331,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664731,PNP_Main_242,ERP012929,PNP_Main_242,195,1579730247,
ERR1136931,WGS,PRJEB11532,SAMEA3664732,587279677,WEIZMANN INSTITUE OF SCIENCE,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215797,SAMEA3664732,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:10Z,public,Illumina HiSeq 2500,FD332,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664732,PNP_Main_243,ERP012929,PNP_Main_243,196,1477651265,
ERR1136932,WGS,PRJEB11532,SAMEA3664771,740720158,WEIZMANN INSTITUE OF SCIENCE,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2015-11-26,2015-11-26,2018-11-16,2019-11-20,ERX1215798,SAMEA3664771,WEIZMANN INSTITUE OF SCIENCE,WEIZMANN INSTITUE OF SCIENCE,2015-11-26T17:01:14Z,2019-11-20T10:54:13Z,public,Illumina HiSeq 2500,FD379,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3664771,PNP_Main_282,ERP012929,PNP_Main_282,195,1839826923,
