Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR911990,WGS,195,7464221255,PRJEB9576,SAMEA3449185,5899126702,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991120,SAMEA3449185,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030638-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449185,YSZC12003_36005,Illumina,ERP010700,YSZC12003_36005
ERR911991,WGS,195,6987259800,PRJEB9576,SAMEA3449186,5598878910,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991121,SAMEA3449186,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030643-34,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449186,YSZC12003_36006,Illumina,ERP010700,YSZC12003_36006
ERR911992,WGS,195,6838166871,PRJEB9576,SAMEA3449187,5327190737,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991122,SAMEA3449187,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030720-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449187,YSZC12003_36011,Illumina,ERP010700,YSZC12003_36011
ERR911993,WGS,196,10824338746,PRJEB9576,SAMEA3449188,8248482334,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991123,SAMEA3449188,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030629-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449188,YSZC12003_36033,Illumina,ERP010700,YSZC12003_36033
ERR911994,WGS,197,5875939319,PRJEB9576,SAMEA3449189,4353231807,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991124,SAMEA3449189,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030678-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449189,YSZC12003_36034,Illumina,ERP010700,YSZC12003_36034
ERR911995,WGS,196,8991096785,PRJEB9576,SAMEA3449190,6832722698,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991125,SAMEA3449190,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030731-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449190,YSZC12003_36049,Illumina,ERP010700,YSZC12003_36049
ERR911996,WGS,196,7437014747,PRJEB9576,SAMEA3449191,5702804547,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991126,SAMEA3449191,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030726-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449191,YSZC12003_36056,Illumina,ERP010700,YSZC12003_36056
ERR911997,WGS,195,7157127712,PRJEB9576,SAMEA3449192,5564867261,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991127,SAMEA3449192,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030658-22,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449192,YSZC12003_36057,Illumina,ERP010700,YSZC12003_36057
ERR911998,WGS,194,7970567606,PRJEB9576,SAMEA3449193,6432606141,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991128,SAMEA3449193,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030646-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449193,YSZC12003_36058,Illumina,ERP010700,YSZC12003_36058
ERR911999,WGS,196,5303704225,PRJEB9576,SAMEA3449194,3986580210,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991129,SAMEA3449194,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030664-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449194,YSZC12003_36116,Illumina,ERP010700,YSZC12003_36116
ERR912000,WGS,195,6363552139,PRJEB9576,SAMEA3449195,4959382420,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991130,SAMEA3449195,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030673-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449195,YSZC12003_36118,Illumina,ERP010700,YSZC12003_36118
ERR912001,WGS,195,6607208095,PRJEB9576,SAMEA3449196,5251473430,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991131,SAMEA3449196,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030656-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449196,YSZC12003_36157,Illumina,ERP010700,YSZC12003_36157
ERR912002,WGS,196,6353898887,PRJEB9576,SAMEA3449197,4832019148,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991132,SAMEA3449197,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030680-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449197,YSZC12003_36211,Illumina,ERP010700,YSZC12003_36211
ERR912003,WGS,196,6664714776,PRJEB9576,SAMEA3449198,5055400025,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991133,SAMEA3449198,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030633-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449198,YSZC12003_36212,Illumina,ERP010700,YSZC12003_36212
ERR912004,WGS,197,5332301738,PRJEB9576,SAMEA3449199,4025967976,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991134,SAMEA3449199,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030662-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449199,YSZC12003_36243,Illumina,ERP010700,YSZC12003_36243
ERR912005,WGS,196,7557210673,PRJEB9576,SAMEA3449200,5739327778,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991135,SAMEA3449200,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030654-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449200,YSZC12003_36439,Illumina,ERP010700,YSZC12003_36439
ERR912006,WGS,196,7730399009,PRJEB9576,SAMEA3449201,5969509730,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991136,SAMEA3449201,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030710-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449201,YSZC12003_36440,Illumina,ERP010700,YSZC12003_36440
ERR912007,WGS,196,7058065674,PRJEB9576,SAMEA3449202,5472730099,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991137,SAMEA3449202,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030702-100,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449202,YSZC12003_36453,Illumina,ERP010700,YSZC12003_36453
ERR912008,WGS,193,6862255216,PRJEB9576,SAMEA3449203,5565748576,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991138,SAMEA3449203,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030651-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449203,YSZC12003_36454,Illumina,ERP010700,YSZC12003_36454
ERR912009,WGS,196,6234907169,PRJEB9576,SAMEA3449204,4924330625,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991139,SAMEA3449204,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030652-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449204,YSZC12003_36473,Illumina,ERP010700,YSZC12003_36473
ERR912010,WGS,195,5899653540,PRJEB9576,SAMEA3449205,4586910685,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991140,SAMEA3449205,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030650-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449205,YSZC12003_36521,Illumina,ERP010700,YSZC12003_36521
ERR912011,WGS,193,7745000853,PRJEB9576,SAMEA3449206,6298721957,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991141,SAMEA3449206,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030709-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449206,YSZC12003_36522,Illumina,ERP010700,YSZC12003_36522
ERR912012,WGS,195,7006519235,PRJEB9576,SAMEA3449207,5570021245,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991142,SAMEA3449207,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030695-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449207,YSZC12003_36526,Illumina,ERP010700,YSZC12003_36526
ERR912013,WGS,195,6728469423,PRJEB9576,SAMEA3449208,5345748659,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991143,SAMEA3449208,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030642-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449208,YSZC12003_36534,Illumina,ERP010700,YSZC12003_36534
ERR912014,WGS,196,6170299178,PRJEB9576,SAMEA3449209,4699428108,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991144,SAMEA3449209,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030644-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449209,YSZC12003_36587,Illumina,ERP010700,YSZC12003_36587
ERR912015,WGS,196,7531697375,PRJEB9576,SAMEA3449210,5717125767,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991145,SAMEA3449210,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030637-24,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449210,YSZC12003_36588,Illumina,ERP010700,YSZC12003_36588
ERR912016,WGS,196,5420680199,PRJEB9576,SAMEA3449211,4094964793,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991146,SAMEA3449211,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030639-26,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449211,YSZC12003_36666,Illumina,ERP010700,YSZC12003_36666
ERR912017,WGS,194,6532409425,PRJEB9576,SAMEA3449212,5213991663,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991147,SAMEA3449212,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030641-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449212,YSZC12003_36667,Illumina,ERP010700,YSZC12003_36667
ERR912018,WGS,194,6819998386,PRJEB9576,SAMEA3449213,5411881772,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991148,SAMEA3449213,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030645-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449213,YSZC12003_36674,Illumina,ERP010700,YSZC12003_36674
ERR912019,WGS,195,6646931319,PRJEB9576,SAMEA3449214,5109911646,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991149,SAMEA3449214,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030703-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449214,YSZC12003_36675,Illumina,ERP010700,YSZC12003_36675
ERR912020,WGS,196,7247108938,PRJEB9576,SAMEA3449215,5606863248,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991150,SAMEA3449215,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000003-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449215,YSZC12003_36694,Illumina,ERP010700,YSZC12003_36694
ERR912021,WGS,194,7503753214,PRJEB9576,SAMEA3449216,6002622012,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991151,SAMEA3449216,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000017-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449216,YSZC12003_36696,Illumina,ERP010700,YSZC12003_36696
ERR912022,WGS,196,6041858501,PRJEB9576,SAMEA3449217,4542710949,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991152,SAMEA3449217,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000027-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449217,YSZC12003_36697,Illumina,ERP010700,YSZC12003_36697
ERR912023,WGS,196,6108359083,PRJEB9576,SAMEA3449218,4612955544,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991153,SAMEA3449218,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000049-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449218,YSZC12003_36703,Illumina,ERP010700,YSZC12003_36703
ERR912024,WGS,196,5353128140,PRJEB9576,SAMEA3449219,4109090986,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991154,SAMEA3449219,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000058-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449219,YSZC12003_36794,Illumina,ERP010700,YSZC12003_36794
ERR912025,WGS,196,8891610105,PRJEB9576,SAMEA3449220,6860456662,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991155,SAMEA3449220,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030748-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449220,YSZC12003_36981,Illumina,ERP010700,YSZC12003_36981
ERR912026,WGS,195,7440421356,PRJEB9576,SAMEA3449221,5750602183,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991156,SAMEA3449221,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000051-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449221,YSZC12003_37101,Illumina,ERP010700,YSZC12003_37101
ERR912027,WGS,195,6809949339,PRJEB9576,SAMEA3449222,5326130113,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991157,SAMEA3449222,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000004-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449222,YSZC12003_37105,Illumina,ERP010700,YSZC12003_37105
