genus	familyGroup	numberCAZyGenes	numberCAZyGenesSD	numberUniqueCAZyFamilies	numberUniqueCAZyFamiliesSD	N
Citrobacter	CE	7.837045454545454	1.0415860988126089	4.809318181818182	0.4988418922575313	5
Citrobacter	GH	48.717045454545456	3.117906204689241	31.043636363636363	2.4973572808930955	5
Citrobacter	GT	37.31068181818182	1.2517950953505934	14.928181818181818	1.412482721316098	5
Citrobacter	PL	1.375	0.47871355387816905	1.875	0.25	4
Cloacibacillus	CBM	1.6666666666666667	0	1.6666666666666667	0	1
Cloacibacillus	CE	2.8333333333333335	0	2.3333333333333335	0	1
Cloacibacillus	GH	9.333333333333334	0	7.833333333333333	0	1
Cloacibacillus	GT	19.833333333333332	0	11	0	1
Clostridia gen. incertae sedis	CBM	5.303030303030303	2.685938881800492	3	1.3086252328302401	11
Clostridia gen. incertae sedis	CE	5.858333333333333	3.6029930116467486	3.0833333333333335	1.741380890961942	10
Clostridia gen. incertae sedis	GH	32.25757575757576	20.427835535035637	18.424242424242426	10.68757420672448	11
Clostridia gen. incertae sedis	GT	11.128787878787879	4.0619104078765895	6.212121212121212	1.256297269074015	11
Clostridia gen. incertae sedis	PL	2.5	2.1213203435596424	2.5	2.1213203435596424	2
Clostridiaceae gen. incertae sedis	CBM	7.616319444444445	3.9193400202373367	3.439236111111111	2.427117201827247	12
Clostridiaceae gen. incertae sedis	CE	9.953125	4.298208872394677	3.328125	0.8899394291186339	12
Clostridiaceae gen. incertae sedis	GH	37.979166666666664	25.86347520631121	22.59722222222222	11.821367901272637	12
Clostridiaceae gen. incertae sedis	GT	18.397569444444443	5.245755396421234	7.739583333333333	1.6082690558673962	12
Clostridiaceae gen. incertae sedis	PL	5.166666666666667	7.652886165798278	2.3333333333333335	2.422120283277993	6
Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	CBM	4.32156862745098	2.9786728303164414	1.3627450980392157	0.9934425522269335	17
Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	CE	4.33578431372549	3.3323068272369025	1.5337009803921569	0.6849654334463454	17
Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	GH	5.9185185185185185	2.9009627030025835	3.8595959595959597	2.2679264803284545	18
Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	GT	6.586363636363636	3.469179568954414	3.950841750841751	1.2179355004807244	18
Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	PL	1	0	1	0	1
Clostridiales gen. [Clostridium/Coprococcus]	CBM	11.12730627306273	0	5.18450184501845	0	1
Clostridiales gen. [Clostridium/Coprococcus]	CE	3.2029520295202953	0	1.1457564575645756	0	1
Clostridiales gen. [Clostridium/Coprococcus]	GH	32.178966789667896	0	19.494464944649447	0	1
Clostridiales gen. [Clostridium/Coprococcus]	GT	15.839483394833948	0	6.527675276752768	0	1
Clostridiales gen. [Clostridium/Coprococcus]	PL	2.75	0	2.5	0	1
Clostridiales gen. [Clostridium/Eubacterium]	CBM	3.963636363636364	1.7484822225703724	2.8324675324675326	1.0854548251461027	2
Clostridiales gen. [Clostridium/Eubacterium]	CE	4.448051948051948	0.7805724207903447	2.1935064935064936	0.2920259174250935	2
Clostridiales gen. [Clostridium/Eubacterium]	GH	30.497402597402598	20.785266084904308	17.611317254174395	10.764028088377778	2
Clostridiales gen. [Clostridium/Eubacterium]	GT	20.20500927643785	8.19535447508787	7.613914656771799	0.8288498411014106	2
Clostridiales gen. [Clostridium/Eubacterium]	PL	1	0	1	0	1
Clostridiales gen. [Clostridium/Flavonifractor]	CBM	6.875	0	2.5	0	1
Clostridiales gen. [Clostridium/Flavonifractor]	CE	3.125	0	1.125	0	1
Clostridiales gen. [Clostridium/Flavonifractor]	GH	9.75	0	8.875	0	1
Clostridiales gen. [Clostridium/Flavonifractor]	GT	13.5	0	8.875	0	1
Clostridiales gen. [Ruminococcus/Blautia]	CBM	9.537037037037036	0	4.944444444444445	0	1
Clostridiales gen. [Ruminococcus/Blautia]	CE	5.796296296296297	0	2.537037037037037	0	1
Clostridiales gen. [Ruminococcus/Blautia]	GH	47.425925925925924	0	24.814814814814813	0	1
Clostridiales gen. [Ruminococcus/Blautia]	GT	16.59259259259259	0	6.37037037037037	0	1
Clostridiales gen. [Ruminococcus/Clostridium/Blautia]	CBM	9.981132075471699	0	4	0	1
Clostridiales gen. [Ruminococcus/Clostridium/Blautia]	CE	8.735849056603774	0	3.9056603773584904	0	1
Clostridiales gen. [Ruminococcus/Clostridium/Blautia]	GH	73.50943396226415	0	34.0377358490566	0	1
Clostridiales gen. [Ruminococcus/Clostridium/Blautia]	GT	27.50943396226415	0	6.584905660377358	0	1
Clostridiales gen. [Ruminococcus/Clostridium/Blautia]	PL	1.0625	0	1	0	1
Clostridiales gen. [Ruminococcus/Clostridium]	CBM	9.289017341040463	4.651372930579718	4.228323699421965	1.7371120347068363	2
Clostridiales gen. [Ruminococcus/Clostridium]	CE	5.771676300578035	3.151325597079931	2.401734104046243	0.8460757439630944	2
Clostridiales gen. [Ruminococcus/Clostridium]	GH	38.88150289017341	29.866065029653775	24.17052023121387	16.729410724835486	2
Clostridiales gen. [Ruminococcus/Clostridium]	GT	15.676300578034683	0.956433449697412	7.459537572254336	0.7643292952710082	2
Clostridiales gen. [Ruminococcus/Clostridium]	PL	3	0	2	0	1
Clostridiales gen. [Ruminococcus/Eubacterium]	CBM	7.333333333333333	0	3.111111111111111	0	1
Clostridiales gen. [Ruminococcus/Eubacterium]	CE	5.222222222222222	0	2	0	1
Clostridiales gen. [Ruminococcus/Eubacterium]	GH	17.22222222222222	0	10.11111111111111	0	1
Clostridiales gen. [Ruminococcus/Eubacterium]	GT	17.555555555555557	0	6.111111111111111	0	1
Clostridiales gen. [Sellimonas/Drancourtella]	CBM	8.818181818181818	0	3.106060606060606	0	1
Clostridiales gen. [Sellimonas/Drancourtella]	CE	8.93939393939394	0	3.787878787878788	0	1
Clostridiales gen. [Sellimonas/Drancourtella]	GH	44.24242424242424	0	29.954545454545453	0	1
Clostridiales gen. [Sellimonas/Drancourtella]	GT	17.151515151515152	0	7.136363636363637	0	1
Clostridiales gen. incertae sedis	CBM	7.897288097939612	5.2335808591445945	3.653870611485678	1.7604479990933817	399
Clostridiales gen. incertae sedis	CE	7.270197792758158	3.974293866317615	3.11089028900697	1.3797504753941676	399
Clostridiales gen. incertae sedis	GH	36.61683016616395	29.678160367770904	20.505307829888295	11.880926500870146	399
Clostridiales gen. incertae sedis	GT	19.34141669422139	9.450774188721029	7.384933563262486	1.5688437059844031	399
Clostridiales gen. incertae sedis	PL	3.2931350252522145	4.115453684117631	2.1777223123786222	1.5486719939577913	128
Clostridioides	CBM	4.637096774193548	0	2.9274193548387095	0	1
Clostridioides	CE	15.258064516129032	0	3.443548387096774	0	1
Clostridioides	GH	37.70161290322581	0	19.096774193548388	0	1
Clostridioides	GT	23.048387096774192	0	8.814516129032258	0	1
Clostridium	CBM	9.444006430996254	5.824719122589744	4.1956880430382775	2.8307024707004844	187
Clostridium	CE	7.602760817241399	4.693379020535385	2.868760102978935	1.5442993718304272	188
Clostridium	GH	34.029583820306236	31.564524199489018	18.76619038595054	13.315937420170474	188
Clostridium	GT	24.46231438115151	10.697991795401272	7.28075261019369	1.8304376858920535	188
Clostridium	PL	3.000872209741504	3.3230164377818245	2.3666560753312873	2.1362333662835153	65
Cohnella	CBM	38	0	18	0	1
Cohnella	CE	22	0	7	0	1
Cohnella	GH	108	0	56	0	1
Cohnella	GT	44	0	9	0	1
Cohnella	PL	4	0	4	0	1
Colibacter	CBM	1	0	1	0	1
Colibacter	CE	4	0	3	0	1
Colibacter	GH	3.111111111111111	0	3.111111111111111	0	1
Colibacter	GT	19.444444444444443	0	9.666666666666666	0	1
Collinsella	CBM	2.7966163453518993	1.8013675734165233	2.302229578620105	0.8175081005133003	37
Collinsella	CE	4.315056498516797	1.348665022808991	3.3596024736119	0.8820542247321875	37
Collinsella	GH	19.461867147051372	7.728868255392772	12.763079759018417	3.793389217886579	37
Collinsella	GT	18.467053492796154	5.3893744285483836	7.326357094269983	1.0815639915800084	37
Collinsella	PL	1.2923076923076924	0.4432264704888595	1.2923076923076924	0.4432264704888595	5
Comamonadaceae gen. incertae sedis	CBM	5	0	1	0	1
Comamonadaceae gen. incertae sedis	CE	5	0	3	0	1
Comamonadaceae gen. incertae sedis	GH	8	0	5	0	1
Comamonadaceae gen. incertae sedis	GT	12	0	7	0	1
Comamonadaceae gen. incertae sedis	PL	1	0	1	0	1
Comamonas	CBM	5.357142857142857	0	1	0	1
Comamonas	CE	4.785714285714286	0	2.9285714285714284	0	1
Comamonas	GH	9.214285714285714	0	5.785714285714286	0	1
Comamonas	GT	12.642857142857142	0	8.071428571428571	0	1
Comamonas	PL	1	0	1	0	1
Coprobacillus	CBM	6.187414141414141	2.2390656343226323	3.175333333333333	1.3991418004540417	5
Coprobacillus	CE	4.5999595959595965	4.400247927826824	2.1255555555555556	0.8856503504261015	5
Coprobacillus	GH	35.447878787878786	29.17850750596202	17.656141414141416	9.993627516659837	5
Coprobacillus	GT	15.26539393939394	7.092793897392672	5.612181818181818	1.4462751053795995	5
Coprobacillus	PL	1.0588235294117647	0	1.0588235294117647	0	1
Coprobacter	CBM	20.15126050420168	0	9.344537815126051	0	1
Coprobacter	CE	13.109243697478991	0	6.176470588235294	0	1
Coprobacter	GH	107.94117647058823	0	43.142857142857146	0	1
Coprobacter	GT	57.80672268907563	0	14.478991596638656	0	1
Coprobacter	PL	13.64406779661017	0	7.313559322033898	0	1
Coprococcus	CBM	11.803989124932398	3.5103842102227714	6.147400358571524	2.3454965102443652	8
Coprococcus	CE	5.5033140616195295	2.5775460664892487	3.243350693636312	1.3244225474800257	8
Coprococcus	GH	40.28226350703579	15.50822108089849	23.393670563334293	8.286433354197515	8
Coprococcus	GT	21.189432368525058	7.2168757599412166	6.645453246474715	0.999379530945555	8
Coprococcus	PL	2.026666666666667	0.888631907297204	1.9466666666666668	0.8899438184514795	5
Coraliomargarita	CBM	12.021367521367521	2.871403743206086	4.222222222222222	1.575271875417536	3
Coraliomargarita	CE	8.564102564102564	3.093544847560138	4.564102564102564	0.5121790860368763	3
Coraliomargarita	GH	81.02564102564102	34.4048583789978	31.05128205128205	6.569759181294033	3
Coraliomargarita	GT	16.923076923076923	4.280822793223547	11.17094017094017	2.462117097232002	3
Coraliomargarita	PL	2.3333333333333335	1.1547005383792515	2	1	3
Corallococcus	CBM	3.6	0	3.6	0	1
Corallococcus	CE	5	0	4	0	1
Corallococcus	GH	14	0	12.2	0	1
Corallococcus	GT	10.8	0	6	0	1
Coriobacteriaceae gen. incertae sedis	CBM	2.0833333333333335	1.0103629710818451	1.5	0.5	3
Coriobacteriaceae gen. incertae sedis	CE	4	1	2.3333333333333335	0.5773502691896257	3
Coriobacteriaceae gen. incertae sedis	GH	6.777777777777778	7.151793351890709	5.555555555555555	5.590998055737389	3
Coriobacteriaceae gen. incertae sedis	GT	19.11111111111111	8.946342103733627	6.694444444444445	0.6684005230842202	3
Coriobacteriales gen. incertae sedis	CE	2.7916666666666665	1.227576655221353	1.1458333333333333	0.17179606773406916	4
Coriobacteriales gen. incertae sedis	GH	3.395833333333333	1.1125858269015574	3.3125	1.0282468899377555	4
Coriobacteriales gen. incertae sedis	GT	12.729166666666666	3.7585550562830807	4.625	0.75	4
Coriobacteriia gen. incertae sedis	CBM	1	0	1	0	1
Coriobacteriia gen. incertae sedis	CE	2	0	2	0	1
Coriobacteriia gen. incertae sedis	GH	4	0	3	0	1
Coriobacteriia gen. incertae sedis	GT	20.5	0.7071067811865476	6	2.8284271247461903	2
Corynebacterium	CBM	2.3722222222222222	0.7778282811886149	1.0972222222222223	0.2883104153909387	12
Corynebacterium	CE	13.619047619047619	3.2767169906591316	4	0.5547001962252291	14
Corynebacterium	GH	12	3.820211655656934	10.958333333333334	2.688760636554277	14
Corynebacterium	GT	24.86904761904762	3.3697869339861803	12.148809523809524	1.6532080221033179	14
Criibacterium	CBM	2	0	2	0	1
Criibacterium	CE	1	0	1	0	1
Criibacterium	GH	11	0	10	0	1
Criibacterium	GT	19.5	0	8	0	1
Cronobacter	CBM	13.5	0	4.5	0	1
Cronobacter	CE	7	0	5	0	1
Cronobacter	GH	65.25	0	39	0	1
Cronobacter	GT	38.625	0	15.125	0	1
Cronobacter	PL	1	0	2	0	1
Cryptobacterium	CBM	1.5	0	1	0	1
Cryptobacterium	CE	1.3076923076923077	0	1.3076923076923077	0	1
Cryptobacterium	GH	1.4074074074074074	0	1.1481481481481481	0	1
Cryptobacterium	GT	22.88888888888889	0	5.703703703703703	0	1
Culturomica	CBM	8.26086956521739	0	3	0	1
Culturomica	CE	8.521739130434783	0	3.0434782608695654	0	1
Culturomica	GH	59.73913043478261	0	31.82608695652174	0	1
Culturomica	GT	36.30434782608695	0	11	0	1
Culturomica	PL	1	0	1	0	1
Cupriavidus	CBM	5.857142857142857	0	1	0	1
Cupriavidus	CE	7.571428571428571	0	4.285714285714286	0	1
Cupriavidus	GH	16.428571428571427	0	8.714285714285714	0	1
Cupriavidus	GT	33.142857142857146	0	12.428571428571429	0	1
Cutibacterium	CBM	4.293939393939394	0.6572125795019808	2.2848484848484847	0.416630852455301	3
Cutibacterium	CE	6.6000000000000005	1.6670853468611047	4.554545454545455	0.6538506413218731	3
Cutibacterium	GH	27.054545454545455	13.843242824599534	20.906060606060606	9.057668014575217	3
Cutibacterium	GT	20.293939393939393	3.341652154018623	7.916666666666667	0.0798155587337329	3
Cutibacterium	PL	1	0	1	0	3
Dakarella	CBM	1.7586206896551724	0	1	0	1
Dakarella	CE	2.7586206896551726	0	2.7586206896551726	0	1
Dakarella	GH	7.172413793103448	0	4.689655172413793	0	1
Dakarella	GT	16.724137931034484	0	8.758620689655173	0	1
Dehalococcoidales gen. incertae sedis	CBM	12.375668591484986	5.31944317926179	5.113589807155563	1.0039451739190053	5
Dehalococcoidales gen. incertae sedis	CE	7.558688813851016	3.2883837823170685	3.802019418118489	1.6060390362206847	5
Dehalococcoidales gen. incertae sedis	GH	71.86322604742311	15.507338135159337	35.399502159698685	5.152799113745197	5
Dehalococcoidales gen. incertae sedis	GT	25.408012468868574	8.37101045812451	8.285490701939754	0.40492475902466657	5
Dehalococcoidales gen. incertae sedis	PL	2.755149753570074	0.6540268585244966	1.7341716163275622	0.1414571002929743	2
Dermabacter	CBM	5.857142857142857	0	2	0	1
Dermabacter	CE	3.857142857142857	0	3.857142857142857	0	1
Dermabacter	GH	29	0	22.428571428571427	0	1
Dermabacter	GT	22.142857142857142	0	7.571428571428571	0	1
Desulfitobacterium	CBM	20	0	4	0	1
Desulfitobacterium	CE	12	0	4	0	1
Desulfitobacterium	GH	10	0	8	0	1
Desulfitobacterium	GT	37	0	9	0	1
Desulfovibrio	CBM	1.55447542653425	0.5598054024169297	1.434361471861472	0.5505514198078155	11
Desulfovibrio	CE	1.8630210369340805	0.7279823272330197	1.347396082178691	0.6025779166741411	11
Desulfovibrio	GH	11.09125367386237	2.7875157336531107	8.797131853653593	2.566279257415874	11
Desulfovibrio	GT	31.138360190534105	10.168709373097053	9.257829127394345	1.3905476720372654	11
Desulfovibrio	PL	2	0	3	0	1
Desulfovibrionaceae gen. incertae sedis	CBM	1.4	0.5477225575051661	1.4	0.5477225575051661	5
Desulfovibrionaceae gen. incertae sedis	CE	4.2	1.6431676725154984	3	0.7071067811865476	5
Desulfovibrionaceae gen. incertae sedis	GH	12.9	2.3021728866442674	6.7	1.396424004376894	5
Desulfovibrionaceae gen. incertae sedis	GT	21.6	1.08397416943394	10.2	2.138924963620744	5
Desulfovibrionaceae gen. incertae sedis	PL	1	0	1	0	1
Dialister	CBM	1.6796573869010498	0.7701872569852126	1.1362428843269665	0.2903544629799965	12
Dialister	CE	3.875510450140992	1.0553860360846579	3.1825848289641394	0.7071598421097112	14
Dialister	GH	3.380293491401866	0.8272460194453729	2.889155409450976	0.5954690428747476	14
Dialister	GT	20.400685837151354	4.46185707177907	9.733141763819104	0.46274474474570726	14
Dialister	PL	1.75	1.5	1.5	1	4
Dielma	CBM	5	0	3.25	0	1
Dielma	CE	12.833333333333334	0	3.0833333333333335	0	1
Dielma	GH	45.25	0	14.333333333333334	0	1
Dielma	GT	22.583333333333332	0	5.833333333333333	0	1
Dorea	CBM	7.818470768215496	1.8222686852074634	3.310950503136963	0.19636782496359845	5
Dorea	CE	6.609607343192248	0.8979110585754247	2.0899677650843023	0.11850560202017721	5
Dorea	GH	23.398127098326878	5.152994719521962	14.8011424589449	2.5386188081611336	5
Dorea	GT	19.406490732173307	3.38203586328715	6.106119557617893	0.16894526560962717	5
Dorea	PL	1.1666666666666665	0.23570226039551578	1.6666666666666665	0.47140452079103173	2
Duodenibacillus	CBM	2.1196581196581197	0	1.0085470085470085	0	1
Duodenibacillus	CE	1.5689655172413792	0	1.5603448275862069	0	1
Duodenibacillus	GH	6.982905982905983	0	5.188034188034188	0	1
Duodenibacillus	GT	14.367521367521368	0	9.162393162393162	0	1
Duodenibacillus	PL	1	0	1	0	1
Dysgonomonas	CBM	22.4375	7.0308101714288	8.520833333333334	1.1909671606630379	4
Dysgonomonas	CE	18.666666666666668	3.9999999999999996	5.5	1.2909944487358056	4
Dysgonomonas	GH	166.8125	45.923566480983744	68.79166666666667	12.951029560103192	4
Dysgonomonas	GT	64.0625	0.9213893494789992	14.9375	1.087332362558324	4
Dysgonomonas	PL	5.875	1.2374368670764582	5.5	0.7071067811865476	2
Edwardsiella	CBM	8	0	2	0	1
Edwardsiella	CE	5	0	3	0	1
Edwardsiella	GH	29	0	21	0	1
Edwardsiella	GT	30	0	12	0	1
Edwardsiella	PL	2	0	2	0	1
Eggerthella	CBM	1.457685380941195	0.6549003201050513	1.0792929292929292	0.16444106292902275	9
Eggerthella	CE	1.3971167865174092	0.6913898016220056	1.170039785504238	0.4292853304969286	14
Eggerthella	GH	1.6467942662648254	0.8179965849570309	1.4364320736166358	0.8494871081279666	14
Eggerthella	GT	18.059702707201737	2.986024787853174	4.987817676260126	1.123157374892406	14
Eggerthella	PL	1	0	1	0	1
Eggerthellaceae gen. incertae sedis	CBM	1.6898395721925135	0.9164806605525005	1.1818181818181819	0.39101478486557395	17
Eggerthellaceae gen. incertae sedis	CE	1.8766850919891098	0.810731365661685	1.6191815856777494	0.5360316796149516	31
Eggerthellaceae gen. incertae sedis	GH	3.343962290524485	1.4653259241488354	2.9768001822314027	1.5528970532002466	31
Eggerthellaceae gen. incertae sedis	GT	17.410428182493195	5.602356127076916	4.928055990979842	1.1295730414792269	31
Eggerthellaceae gen. incertae sedis	PL	1	0	1	0	3
Eggerthellales gen. incertae sedis	CE	2.9	0	1	0	1
Eggerthellales gen. incertae sedis	GH	3.4	0	3.4	0	1
Eggerthellales gen. incertae sedis	GT	22.2	0	4.85	0	1
Eisenbergiella	CBM	26.39622641509434	0	6.622641509433962	0	1
Eisenbergiella	CE	19.67924528301887	0	5.7924528301886795	0	1
Eisenbergiella	GH	292.1509433962264	0	76.94339622641509	0	1
Eisenbergiella	GT	61	0	11.452830188679245	0	1
Eisenbergiella	PL	4.75	0	5.0576923076923075	0	1
Elusimicrobia gen. incertae sedis	CBM	2.63265306122449	0.5502640311311332	1.6462585034013606	0.5605128450371297	3
Elusimicrobia gen. incertae sedis	CE	2.6031746031746033	0.574067978413496	2.6031746031746033	0.574067978413496	3
Elusimicrobia gen. incertae sedis	GH	8.19501133786848	1.5292410083469945	4.133786848072562	0.5464382136483924	3
Elusimicrobia gen. incertae sedis	GT	20.61904761904762	4.106573459495312	9.755102040816327	0.42417570797605153	3
Elusimicrobia gen. incertae sedis	PL	1	0	1	0	2
Elusimicrobium	CBM	2.2529411764705882	0.7736580076511637	1.4	0.5656854249492381	2
Elusimicrobium	CE	3	0	2.9722222222222223	0.039283710065919165	2
Elusimicrobium	GH	9.322222222222223	0.1728483242900456	4.722222222222222	1.021376461713902	2
Elusimicrobium	GT	22.1	1.5556349186104041	9.844444444444445	0.06285393610547067	2
Elusimicrobium	PL	1	0	1	0	2
Emergencia	CBM	7	0	1	0	1
Emergencia	CE	11	0	3	0	1
Emergencia	GH	6.4	0	3.2	0	1
Emergencia	GT	7	0	3.4	0	1
Enorma	CBM	3.025	1.3788582233137678	2.95	1.4849242404917498	2
Enorma	CE	7.275	0.38890872965260104	3	0	2
Enorma	GH	22.7	6.08111831820431	15.2	2.545584412271571	2
Enorma	GT	21.025	2.793071785686862	7.35	0.9192388155425116	2
Enorma	PL	1	0	1	0	1
Enterobacter	CBM	17.240555555555556	1.4529975402084658	5.323333333333333	0.8217461083976404	6
Enterobacter	CE	9.801111111111112	1.5205286605018031	5.16	0.41182520563948	6
Enterobacter	GH	65.11333333333333	8.798014927622404	39.102222222222224	2.8795884479608596	6
Enterobacter	GT	39.77333333333333	3.170530975509728	14.965	1.3005191271180907	6
Enterobacter	PL	1.6666666666666667	1.2110601416389966	2.5	0.8366600265340756	6
Enterobacterales gen. incertae sedis	CBM	17	0	5	0	1
Enterobacterales gen. incertae sedis	CE	11	0	5	0	1
Enterobacterales gen. incertae sedis	GH	81	0	43	0	1
Enterobacterales gen. incertae sedis	GT	44	0	16	0	1
Enterobacterales gen. incertae sedis	PL	6	0	5	0	1
Enterobacteriaceae gen. [Atlantibacter/Klebsiella]	CBM	13	0	3	0	1
Enterobacteriaceae gen. [Atlantibacter/Klebsiella]	CE	8	0	5	0	1
Enterobacteriaceae gen. [Atlantibacter/Klebsiella]	GH	40	0	27	0	1
Enterobacteriaceae gen. [Atlantibacter/Klebsiella]	GT	43	0	16	0	1
Enterobacteriaceae gen. [Kosakonia/Enterobacter]	CBM	15	0	4	0	1
Enterobacteriaceae gen. [Kosakonia/Enterobacter]	CE	9	0	5	0	1
Enterobacteriaceae gen. [Kosakonia/Enterobacter]	GH	59	0	31	0	1
Enterobacteriaceae gen. [Kosakonia/Enterobacter]	GT	34	0	15	0	1
Enterobacteriaceae gen. [Kosakonia/Enterobacter]	PL	4	0	5	0	1
Enterobacteriaceae gen. incertae sedis	CBM	14.5	3.5355339059327378	5	2.8284271247461903	2
Enterobacteriaceae gen. incertae sedis	CE	12	1.4142135623730951	5	0	2
Enterobacteriaceae gen. incertae sedis	GH	75	7.0710678118654755	42	1.4142135623730951	2
Enterobacteriaceae gen. incertae sedis	GT	42	1.4142135623730951	16.5	0.7071067811865476	2
Enterobacteriaceae gen. incertae sedis	PL	3	0	3	0	1
Enterococcus	CBM	10.7466327020579	3.298215521127686	3.8995391447088714	1.087423762034235	17
Enterococcus	CE	6.85968559627398	2.903778884612173	3.7880102493325487	1.3743777379877398	17
Enterococcus	GH	56.63479909166429	17.799688880718268	26.32164633737989	6.052782099067371	17
Enterococcus	GT	20.80070090851811	4.5322252706921935	6.953411279217293	1.7117196952488412	17
Enterococcus	PL	1.981302442249962	0.9571231824908755	1.6749854816462049	0.6955229780552763	10
Erysipelatoclostridium	CBM	15.828188561856903	6.211766652733853	5.731155778894473	1.250426052994427	3
Erysipelatoclostridium	CE	14.376405838717396	6.6016860506171815	3.2652548456568558	0.45075910800143437	3
Erysipelatoclostridium	GH	55.74156496769562	33.23345018105624	23.794807370184255	7.097538711735574	3
Erysipelatoclostridium	GT	33.86396267049533	6.429407782819273	6.9718832256520695	0.5470036641599083	3
Erysipelatoclostridium	PL	1.1569200779727096	0.24935080946356517	1.0087719298245614	0.015193428136569147	3
Erysipelotrichaceae gen. incertae sedis	CBM	5.851190476190476	2.9671097732337066	2.983673469387755	1.085929087236956	14
Erysipelotrichaceae gen. incertae sedis	CE	8.502551020408163	4.275489274142017	3.1408163265306124	0.8648346661505507	14
Erysipelotrichaceae gen. incertae sedis	GH	36.862585034013605	18.319266270319442	16.6578231292517	5.071641247201979	14
Erysipelotrichaceae gen. incertae sedis	GT	22.97738095238095	8.188906099509015	8.13469387755102	1.3165975163122678	14
Erysipelotrichaceae gen. incertae sedis	PL	1.9285714285714286	1.313198307917874	1.9285714285714286	1.313198307917874	2
Erysipelotrichales gen. incertae sedis	CBM	7	0	2	0	1
Erysipelotrichales gen. incertae sedis	CE	12	0	4	0	1
Erysipelotrichales gen. incertae sedis	GH	53	0	21	0	1
Erysipelotrichales gen. incertae sedis	GT	37	0	7	0	1
Escherichia	CBM	12.323360184119677	0	3.5546605293440736	0	1
Escherichia	CE	10.895857307249713	0	5.705983889528193	0	1
Escherichia	GH	44.622266973532795	0	27.194476409666283	0	1
Escherichia	GT	34.8970080552359	0	15.031933256616801	0	1
Escherichia	PL	1.853658536585366	0	2.7642276422764227	0	1
Eubacteriaceae gen. incertae sedis	CBM	16.5	19.091883092036785	4	4.242640687119285	2
Eubacteriaceae gen. incertae sedis	CE	5.5	2.1213203435596424	2.5	0.7071067811865476	2
Eubacteriaceae gen. incertae sedis	GH	23	24.041630560342615	10	11.313708498984761	2
Eubacteriaceae gen. incertae sedis	GT	14	8.48528137423857	6	2.8284271247461903	2
Eubacteriaceae gen. incertae sedis	PL	1	0	1	0	2
Eubacterium	CBM	9.412449258751211	3.9899559177888797	4.407191842545357	2.142503434187389	41
Eubacterium	CE	7.019124306187021	3.2985769895015813	2.982825137284197	1.155806283090934	41
Eubacterium	GH	27.854926231224578	14.180726709666724	17.061897931613267	7.8030750936964965	41
Eubacterium	GT	23.87415076159719	11.091660969545874	7.095531210207401	1.4473375939033393	41
Eubacterium	PL	3.6341377650452786	3.7294242703996607	2.103249966541153	1.4022763684324477	28
Euryarchaeota gen. incertae sedis	CE	1	0	1	0	1
Euryarchaeota gen. incertae sedis	GT	5.333333333333333	0.5773502691896257	3.0277777777777777	0.0481125224324689	3
Exiguobacterium	CBM	7.333333333333333	1.5275252316519468	4	0	3
Exiguobacterium	CE	7.166666666666667	2.362907813126304	3.8333333333333335	0.28867513459481287	3
Exiguobacterium	GH	29.833333333333332	3.3291640592396967	17.333333333333332	1.5275252316519468	3
Exiguobacterium	GT	22.333333333333332	1.5275252316519468	6.666666666666667	0.5773502691896257	3
Exiguobacterium	PL	1	0	1	0	1
Faecalibacterium	CBM	7.684470492060126	3.7368845402503905	3.467479881650674	1.2688495537247533	17
Faecalibacterium	CE	6.798766272216121	3.3419677787130393	4.176260623636626	0.9378625475524544	17
Faecalibacterium	GH	36.84957962575477	19.074001903547146	20.457351151212727	7.555491370855472	17
Faecalibacterium	GT	21.369829797353532	7.5317340807466735	7.347916620343649	1.699395786689459	17
Faecalibacterium	PL	1.1636447699168784	0.2544239989095073	1.2610041208832803	0.3813750424673881	13
Faecalicatena	CBM	16.392857142857142	2.9799500064290214	5.071428571428571	1.3131983079178737	2
Faecalicatena	CE	15.857142857142858	5.454823740581939	3.571428571428571	0.6060915267313265	2
Faecalicatena	GH	99.32142857142857	8.737819510376626	40.64285714285714	3.3335033970222963	2
Faecalicatena	GT	32.714285714285715	4.64670170494017	7	1.4142135623730951	2
Faecalicatena	PL	1	0	1	0	2
Faecalicoccus	CBM	3.4545454545454546	0	2.3636363636363638	0	1
Faecalicoccus	CE	4.7272727272727275	0	2.909090909090909	0	1
Faecalicoccus	GH	18.818181818181817	0	11.818181818181818	0	1
Faecalicoccus	GT	22.181818181818183	0	7.363636363636363	0	1
Faecalitalea	CBM	2.7586206896551726	0	1.6206896551724137	0	1
Faecalitalea	CE	6.0344827586206895	0	3.0689655172413794	0	1
Faecalitalea	GH	16.275862068965516	0	10.620689655172415	0	1
Faecalitalea	GT	13.241379310344827	0	6.344827586206897	0	1
Faecalitalea	PL	1	0	1	0	1
Fenollaria	CBM	1.25	0.3535533905932738	1.25	0.3535533905932738	2
Fenollaria	CE	1.848684210526316	0.1395605489183976	1.848684210526316	0.1395605489183976	2
Fenollaria	GH	6.098684210526316	0.21399284167487603	4.796052631578947	0.06512825616191882	2
