fc,p.val,auc,auc.ci.l,auc.ci.h,pr.shift,pr.n,pr.p,p.adj,mOTU_nr,kingdom,phylum,class,order,family,genus,mOTU
-0.032016171346892885,0.060022503601626864,0.4874824480462168,0.4709359938908286,0.5040289022016051,-0.023495546818583013,0.18155339805825244,0.15805785123966942,0.12863217269667546,ext_mOTU_v31_19670,2 Bacteria,1239 Firmicutes,91061 Bacilli,186826 Lactobacillales,1300 Streptococcaceae,1301 Streptococcus,Streptococcus species incertae sedis
0.05516726677404367,0.04210395360814267,0.5138705568482709,0.498074147819706,0.5296669658768358,0.026392120677204534,0.1378640776699029,0.16425619834710745,0.09759773065606046,ext_mOTU_v31_19746,2 Bacteria,201174 Actinobacteria,1760 Actinobacteria,2037 Actinomycetales,2049 Actinomycetaceae,1654 Actinomyces,Actinomyces species incertae sedis
-0.048327456489885574,0.02055093714124362,0.47643725427264705,0.46185513562317293,0.49101937292212117,-0.04717965176923693,0.15048543689320387,0.10330578512396695,0.05545937831267114,ext_mOTU_v31_23973,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
0.0084250212013185,0.23215137094241584,0.5104544451576667,0.49790136351433745,0.5230075268009959,0.02156583487121881,0.07864077669902912,0.10020661157024793,0.36884292023754117,ext_mOTU_v31_25447,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.9420087309879639,0.5037220171708257,0.49360191351684046,0.5138421208248108,0.007490170905881409,0.05242718446601942,0.05991735537190083,0.9658999933649479,ext_mOTU_v31_25458,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.0766255032358998,0.5095853727032015,0.49898904408351985,0.5201817013228831,0.01885380726951777,0.05242718446601942,0.07128099173553719,0.15701872618696974,ext_mOTU_v31_26685,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
0.057222196848470686,0.0014662906950194206,0.5243260049747253,0.5111437947847561,0.5375082151646944,0.048238786808954506,0.07572815533980583,0.12396694214876033,0.006749048292495931,ext_mOTU_v31_26693,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,946234 Flavonifractor,Flavonifractor species incertae sedis
0,0.002124221663624797,0.48162360587338526,0.4701221904928468,0.4931250212539237,-0.03638570167696382,0.09320388349514563,0.056818181818181816,0.009258222737479756,ext_mOTU_v31_26714,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,NA Lachnospiraceae gen. incertae sedis,Lachnospiraceae species incertae sedis
-0.10169876208672701,9.620563853490107e-5,0.4704931597528685,0.4544955597846312,0.4864907597211058,-0.05624247773409291,0.18640776699029127,0.13016528925619836,6.234378549794576e-4,ext_mOTU_v31_26720,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,216851 Faecalibacterium,Faecalibacterium species incertae sedis
0,0.26120243576408614,0.49779697905801173,0.4867383674376614,0.5088555906783621,-0.005791141779667816,0.070873786407767,0.06508264462809918,0.3928006095078242,ext_mOTU_v31_26769,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.04540655290441448,0.023098276490913075,0.516878961726711,0.49822923826208754,0.5355286851913345,0.0282054882452058,0.2145631067961165,0.2427685950413223,0.06034960833832726,ext_mOTU_v31_26786,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.03643195210446323,0.033531825705971394,0.5063618310198187,0.4929370543711522,0.5197866076684852,0.011445879804220488,0.09805825242718447,0.10950413223140495,0.08196121710531387,ext_mOTU_v31_26795,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
0.0018396948718259509,0.4072827080218637,0.48979328813287326,0.4747413870668252,0.5048451891989213,-0.02263499959881249,0.14660194174757282,0.12396694214876033,0.5476767300766048,ext_mOTU_v31_26805,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,841 Roseburia,Roseburia species incertae sedis
-0.043120729844643595,0.02265588912675321,0.48334470031292626,0.46830558983670023,0.4983838107891523,-0.03362553157345742,0.1524271844660194,0.11880165289256199,0.059828554396385826,ext_mOTU_v31_26808,2 Bacteria,1224 Proteobacteria,1236 Gammaproteobacteria,135625 Pasteurellales,712 Pasteurellaceae,724 Haemophilus,Haemophilus species incertae sedis
0,0.42637010481648674,0.5022546738345502,0.4910304721693201,0.5134788754997803,0.004352884538233168,0.06796116504854369,0.07231404958677685,0.5629685700324926,ext_mOTU_v31_26818,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
0,0.4112298833382253,0.502954746048303,0.49226452834504253,0.5136449637515635,0.005921527722057292,0.06019417475728155,0.06611570247933884,0.5511039933172135,ext_mOTU_v31_26819,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
0.048154229970086025,0.08803095824751668,0.5129177365000401,0.49755025763427263,0.5282852153658076,0.02479940624247773,0.129126213592233,0.15392561983471073,0.17588335471359823,ext_mOTU_v31_26824,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,171550 Rikenellaceae,239759 Alistipes,Alistipes species incertae sedis
0.057072016177440045,0.023912120308807155,0.5166462729679853,0.5015797676271952,0.5317127783087753,0.031408970552836396,0.11941747572815534,0.15082644628099173,0.06231068387347897,ext_mOTU_v31_26836,2 Bacteria,1239 Firmicutes,909932 Negativicutes,1843489 Veillonellales,31977 Veillonellaceae,NA Veillonellaceae gen. incertae sedis,Veillonellaceae species incertae sedis
0,0.316108413232045,0.49358802054080075,0.48369694579381634,0.5034790952877852,-0.012673513600256758,0.06019417475728155,0.047520661157024795,0.4541375520979572,ext_mOTU_v31_26837,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.7281173964750722,0.5087418759528203,0.49818904956431115,0.5192947023413295,0.017820749418278103,0.05242718446601942,0.07024793388429752,0.8076527427116511,ext_mOTU_v31_26850,2 Bacteria,1239 Firmicutes,91061 Bacilli,186826 Lactobacillales,1300 Streptococcaceae,1301 Streptococcus,Streptococcus species incertae sedis
0,0.6283679591883049,0.49703873465457754,0.4850531933854482,0.5090242759237069,-0.006986680574500512,0.08446601941747572,0.07747933884297521,0.7313135475487934,ext_mOTU_v31_26865,2 Bacteria,1224 Proteobacteria,1236 Gammaproteobacteria,135625 Pasteurellales,712 Pasteurellaceae,724 Haemophilus,Haemophilus species incertae sedis
0,0.497428666780643,0.5010822033218326,0.4911903962252951,0.5109740104183702,0.002324881649683058,0.05242718446601942,0.05475206611570248,0.6225759044204999,ext_mOTU_v31_26867,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,84999 Coriobacteriales,84107 Coriobacteriaceae,102106 Collinsella,Collinsella species incertae sedis
0,0.130693298717934,0.5094143665249137,0.49801763931447035,0.520811093735357,0.018504774131429036,0.06310679611650485,0.08161157024793389,0.23845284205634223,ext_mOTU_v31_26869,2 Bacteria,1239 Firmicutes,909932 Negativicutes,1843488 Acidaminococcales,909930 Acidaminococcaceae,33024 Phascolarctobacterium,Phascolarctobacterium species incertae sedis
-0.046432459027555016,0.2348658923064813,0.4897175639894087,0.4760742579443075,0.5033608700345099,-0.020306106073978966,0.11844660194174757,0.0981404958677686,0.3717356109290966,ext_mOTU_v31_26872,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186806 Eubacteriaceae,1730 Eubacterium,Eubacterium species incertae sedis
-0.06328405825577296,0.0860464620174624,0.482630586536147,0.4672877629822302,0.4979734100900638,-0.03422330097087378,0.15922330097087378,0.125,0.17297094915755196,ext_mOTU_v31_26875,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186806 Eubacteriaceae,1730 Eubacterium,Eubacterium species incertae sedis
-0.12990434972002032,0.0015997231041289018,0.46783880285645507,0.4484700767815293,0.48720752893138086,-0.0687434807028805,0.2815533980582524,0.2128099173553719,0.007228106686087011,ext_mOTU_v31_26876,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,1263 Ruminococcus,Ruminococcus species incertae sedis
0,0.02411228707893476,0.4889402631790099,0.47903995948646655,0.49884056687155326,-0.021660113937254276,0.06504854368932039,0.04338842975206612,0.06250158624408089,ext_mOTU_v31_26877,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,1263 Ruminococcus,Ruminococcus species incertae sedis
0.05815349073882391,2.2952145366018846e-4,0.5233230361871138,0.5102873358885752,0.5363587364856525,0.0450774291904036,0.07475728155339806,0.11983471074380166,0.0013457061419957477,ext_mOTU_v31_26896,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,2005525 Tannerellaceae,375288 Parabacteroides,Parabacteroides species incertae sedis
-0.03042774395504979,0.8212771472347419,0.49107157185268396,0.4715880789625461,0.5105550647428219,-0.025503490331380857,0.26310679611650484,0.23760330578512398,0.8812711838991728,ext_mOTU_v31_26903,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,216572 Oscillospiraceae,459786 Oscillibacter,Oscillibacter species incertae sedis
0.013648244959488812,0.010431261697240098,0.5068623124448368,0.4917789337192475,0.5219456911704261,0.01039878038995426,0.13009708737864079,0.14049586776859505,0.03282681396735302,ext_mOTU_v31_26907,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,171550 Rikenellaceae,239759 Alistipes,Alistipes species incertae sedis
0,0.618376808589562,0.49828893524833506,0.4875396670799472,0.5090382034167229,-0.004035946401347995,0.06601941747572816,0.06198347107438017,0.7270503335330174,ext_mOTU_v31_26915,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,171550 Rikenellaceae,239759 Alistipes,Alistipes species incertae sedis
0,0.07869811422181107,0.4887386664527,0.47862351339400816,0.4988538195113918,-0.02250661959399823,0.06796116504854369,0.045454545454545456,0.16049201347512196,ext_mOTU_v31_26921,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,841 Roseburia,Roseburia species incertae sedis
0,0.9005928220397634,0.49525244724384176,0.48436454851989713,0.5061403459677863,-0.0099233731846265,0.070873786407767,0.060950413223140494,0.9417026854662071,ext_mOTU_v31_26926,2 Bacteria,95818 Candidatus Saccharibacteria,NA Candidatus Saccharibacteria class incertae sedis,NA Candidatus Saccharibacteria order incertae sedis,NA Candidatus Saccharibacteria fam. incertae sedis,NA Candidatus Saccharibacteria gen. incertae sedis,Candidatus Saccharibacteria species incertae sedis
0,0.623843090567666,0.49919461606354804,0.4885203229549667,0.5098689091721293,-0.0020941988285324564,0.06407766990291262,0.06198347107438017,0.7293838865113743,ext_mOTU_v31_26934,2 Bacteria,1239 Firmicutes,NA Firmicutes class incertae sedis,NA Firmicutes order incertae sedis,NA Firmicutes fam. incertae sedis,NA Firmicutes gen. incertae sedis,Firmicutes species incertae sedis
0,0.24022806411465203,0.5102072133515205,0.4981438955751194,0.5222705311279217,0.020097488566155827,0.07184466019417475,0.09194214876033058,0.37498326615189886,ext_mOTU_v31_26949,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
-0.0786787025260236,5.216096007960099e-4,0.47152571611971433,0.45757979379355646,0.4854716384458722,-0.05691246088421727,0.1436893203883495,0.08677685950413223,0.0026899762135291607,ext_mOTU_v31_26956,2 Bacteria,1224 Proteobacteria,1236 Gammaproteobacteria,135625 Pasteurellales,712 Pasteurellaceae,724 Haemophilus,Haemophilus species incertae sedis
0.06587633207188101,0.04882867729076137,0.5123259849153495,0.49686095057245866,0.5277910192582403,0.02091591109684665,0.13300970873786408,0.15392561983471073,0.10832488092657647,ext_mOTU_v31_26957,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,84999 Coriobacteriales,84107 Coriobacteriaceae,102106 Collinsella,Collinsella species incertae sedis
0,0.6209250788856662,0.5046512677525475,0.49375791305313027,0.5155446224519649,0.0090828853406082,0.06116504854368932,0.07024793388429752,0.728976403697713,ext_mOTU_v31_26960,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
0,0.5039905321003686,0.5015395570889835,0.48885292716404155,0.5142261870139253,0.0026839444756479175,0.09029126213592233,0.09297520661157024,0.6270047777333709,ext_mOTU_v31_26966,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,543314 Clostridiales Family XIII. Incertae Sedis,NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis,Clostridiales Family XIII. Incertae Sedis species incertae sedis
0,0.7078044336282527,0.49765756639653375,0.48782804170247224,0.5074870910905952,-0.004719971114498921,0.05533980582524272,0.0506198347107438,0.7910249579459151,ext_mOTU_v31_27006,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
0,0.17141045924031176,0.5004934606435049,0.49042961391402856,0.5105573073729812,4.4531814169943007e-4,0.05533980582524272,0.05578512396694215,0.2896042921984684,ext_mOTU_v31_27008,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,171550 Rikenellaceae,239759 Alistipes,Alistipes species incertae sedis
0.074297292192355,7.686935561369433e-4,0.5222448447404318,0.506422354702959,0.5380673347779045,0.04145269999197626,0.13106796116504854,0.1725206611570248,0.003785815763974446,ext_mOTU_v31_27011,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
-0.19273653570264712,2.9729241335045787e-7,0.43842273128460246,0.41502513072448893,0.461820331844716,-0.11068562946321109,0.4815533980582524,0.37086776859504134,3.957203069597311e-6,ext_mOTU_v31_27013,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,31979 Clostridiaceae,1485 Clostridium,Clostridium species incertae sedis
-0.1844974899117055,1.0952965573633357e-7,0.44810840086656506,0.4277786153795248,0.46843818635360535,-0.09400024071250906,0.3388349514563107,0.24483471074380164,1.58656927794542e-6,ext_mOTU_v31_27014,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,216851 Faecalibacterium,Faecalibacterium species incertae sedis
-0.04480782188186749,0.5937115962227184,0.48529898499558694,0.4664231046663145,0.5041748653248594,-0.03542285164085693,0.25339805825242717,0.21797520661157024,0.7079974845997308,ext_mOTU_v31_27015,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.3595076344133513,0.49299125411217204,0.4812709907712944,0.5047115174530497,-0.014218085533178201,0.08446601941747572,0.07024793388429752,0.5008699008446267,ext_mOTU_v31_27016,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,171550 Rikenellaceae,239759 Alistipes,Alistipes species incertae sedis
-0.07671914235436382,0.017935914520174963,0.49007762978416114,0.4764650245739864,0.5036902349943359,-0.017331300649923775,0.11650485436893204,0.09917355371900827,0.050940826184227656,ext_mOTU_v31_27030,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.134945007100942,0.49020300088261254,0.4784274523731812,0.5019785493920439,-0.020167696381288625,0.0883495145631068,0.06818181818181818,0.24478974584609184,ext_mOTU_v31_27080,2 Bacteria,1224 Proteobacteria,1236 Gammaproteobacteria,135625 Pasteurellales,712 Pasteurellaceae,724 Haemophilus,Haemophilus species incertae sedis
0,0.01948928916592348,0.517292184867207,0.505283020250973,0.5293013494834409,0.03406282596485598,0.06407766990291262,0.0981404958677686,0.0537729687070998,ext_mOTU_v31_27097,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,216572 Oscillospiraceae,459786 Oscillibacter,Oscillibacter species incertae sedis
-0.04136777880756148,0.7357086976258822,0.4775665971274974,0.4570949956293288,0.49803819862566595,-0.0525395169702319,0.3087378640776699,0.256198347107438,0.8133255523698024,ext_mOTU_v31_27106,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.008788348372562302,0.6472302053540322,0.4921663122843617,0.47353110273520016,0.5108015218335232,-0.02492979218486721,0.23980582524271846,0.21487603305785125,0.7482649674574199,ext_mOTU_v31_27108,2 Bacteria,1239 Firmicutes,NA Firmicutes class incertae sedis,NA Firmicutes order incertae sedis,NA Firmicutes fam. incertae sedis,NA Firmicutes gen. incertae sedis,Firmicutes species incertae sedis
0,0.29091800106975363,0.4933884297520661,0.4818430597907548,0.5049337997133774,-0.013371579876434253,0.08155339805825243,0.06818181818181818,0.42515464548027787,ext_mOTU_v31_27113,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,216851 Faecalibacterium,Faecalibacterium species incertae sedis
0.05932613310344781,0.15669511757596005,0.5114137848030169,0.4980382122870868,0.524789357318947,0.023407285565273217,0.0912621359223301,0.11466942148760331,0.2731764439156118,ext_mOTU_v31_27131,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.006601675828443037,0.5198808473080317,0.5082138335926893,0.5315478610233741,0.03976370055363877,0.05631067961165048,0.09607438016528926,0.0228163182140926,ext_mOTU_v31_27133,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
-0.03604323420446473,0.11267892884271109,0.4883189240150847,0.4743785652502861,0.5022592827798833,-0.022969991173874674,0.12524271844660195,0.10227272727272728,0.21262211668595865,ext_mOTU_v31_27135,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.009512835324788187,0.49016827785400274,0.505594559897296,0.491947638753475,0.5192414810411169,0.011694616063548102,0.10194174757281553,0.11363636363636363,0.615836420518103,ext_mOTU_v31_27154,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.28427552112987237,0.49480060980502283,0.48266276877785785,0.5069384508321878,-0.009837117868891923,0.0883495145631068,0.07851239669421488,0.4204375199893758,ext_mOTU_v31_27159,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
-0.0040030668149475274,0.024463723708134585,0.4946260932359785,0.47653116294621256,0.5127210235257444,-0.02113255235497069,0.21844660194174756,0.19731404958677687,0.06324610984911436,ext_mOTU_v31_27169,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,NA Lachnospiraceae gen. incertae sedis,Lachnospiraceae species incertae sedis
0,0.31628259973522704,0.49038353526438255,0.4780676637370742,0.5026994067916909,-0.019670223862633396,0.09611650485436893,0.07644628099173553,0.4541375520979572,ext_mOTU_v31_27170,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.05899501041755326,0.0065121503846843455,0.5186461927304822,0.50604575921936,0.5312466262416043,0.03662641418599054,0.07184466019417475,0.10847107438016529,0.022586155383500284,ext_mOTU_v31_27171,2 Bacteria,1224 Proteobacteria,28221 Deltaproteobacteria,213115 Desulfovibrionales,194924 Desulfovibrionaceae,872 Desulfovibrio,Desulfovibrio species incertae sedis
0.0561688047660871,0.03728972413708049,0.5178874468426542,0.5013104622860081,0.5344644313993003,0.03048623926823396,0.1533980582524272,0.18388429752066116,0.08920071915031273,ext_mOTU_v31_27173,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,84999 Coriobacteriales,84107 Coriobacteriaceae,102106 Collinsella,Collinsella species incertae sedis
0,0.9186901886205651,0.5016553999839525,0.48893875013707716,0.5143720498308277,0.0037170023268875974,0.09029126213592233,0.09400826446280992,0.9505355417975385,ext_mOTU_v31_27180,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.028031082475999874,0.25004949674688176,0.5025670986118912,0.4839198317018539,0.5212143655219286,-0.0019156703843376532,0.22815533980582525,0.2262396694214876,0.38493475750701445,ext_mOTU_v31_27188,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0,0.9853200912644102,0.4983190243119634,0.4878520802543662,0.5087859683695606,-0.0032516248094359296,0.062135922330097085,0.058884297520661155,0.9913588252251727,ext_mOTU_v31_27192,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
0,0.09316835032058984,0.5113149923774373,0.4997698636720917,0.5228601210827829,0.022637005536387714,0.06310679611650485,0.08574380165289257,0.18423132167494527,ext_mOTU_v31_27195,2 Bacteria,1239 Firmicutes,91061 Bacilli,186826 Lactobacillales,186828 Carnobacteriaceae,117563 Granulicatella,Granulicatella species incertae sedis
-0.010906337883567286,0.9045962959724061,0.49315373505576504,0.4768395513720323,0.5094679187394978,-0.016885982508224345,0.17184466019417477,0.15495867768595042,0.9428860862781164,ext_mOTU_v31_27203,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,NA Lachnospiraceae gen. incertae sedis,Lachnospiraceae species incertae sedis
0,0.0632105456716468,0.5032676723100378,0.4909522557344043,0.5155830888856712,0.004314771724303945,0.08349514563106795,0.0878099173553719,0.13361027357633498,ext_mOTU_v31_27206,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,2005525 Tannerellaceae,375288 Parabacteroides,Parabacteroides species incertae sedis
-0.032627668989263114,0.0211783392254047,0.4902727072133515,0.47606016390349976,0.5044852505232033,-0.01664727593677283,0.12718446601941746,0.11053719008264463,0.05653296514098545,ext_mOTU_v31_27220,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,216851 Faecalibacterium,Faecalibacterium species incertae sedis
0,0.06643546640528593,0.5078452218566958,0.49678697284275247,0.5189034708706391,0.015219048383214313,0.06019417475728155,0.07541322314049587,0.13982678292565523,ext_mOTU_v31_27221,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,84999 Coriobacteriales,84107 Coriobacteriaceae,102106 Collinsella,Collinsella species incertae sedis
-0.06661368928680136,0.2597761872918726,0.4847007141137768,0.4671902723522443,0.5022111558753093,-0.033242397496589915,0.20679611650485438,0.17355371900826447,0.3918522886408798,ext_mOTU_v31_27224,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,1263 Ruminococcus,Ruminococcus species incertae sedis
-0.03252709246813653,0.37357905934941105,0.48907867287170026,0.4703648187573758,0.5077925269860247,-0.02614940223060258,0.23689320388349513,0.21074380165289255,0.5125803896328219,ext_mOTU_v31_27225,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,1263 Ruminococcus,Ruminococcus species incertae sedis
0,0.3826745141472746,0.5072855652732087,0.4967783489760437,0.5177927815703736,0.014783759929390995,0.05339805825242718,0.06818181818181818,0.5224605138790634,ext_mOTU_v31_27228,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,84999 Coriobacteriales,84107 Coriobacteriaceae,102106 Collinsella,Collinsella species incertae sedis
0,0.37163531588707044,0.49548262858059855,0.4837843925465424,0.5071808646146547,-0.009239348471475575,0.08155339805825243,0.07231404958677685,0.511258081213358,ext_mOTU_v31_27243,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,186803 Lachnospiraceae,NA Lachnospiraceae gen. incertae sedis,Lachnospiraceae species incertae sedis
-0.001967687372440091,0.6706395362637636,0.4951265746609966,0.48107384894916777,0.5091793003728253,-0.009851159431918471,0.1203883495145631,0.11053719008264463,0.7621648246666382,ext_mOTU_v31_27253,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,541000 Ruminococcaceae,NA Ruminococcaceae gen. incertae sedis,Ruminococcaceae species incertae sedis
0.05169688105033972,0.46370467817206584,0.5139186993500763,0.4983245968028169,0.5295128018973357,0.029118189841932096,0.13203883495145632,0.16115702479338842,0.5937686184080206,ext_mOTU_v31_27254,2 Bacteria,1239 Firmicutes,186801 Clostridia,186802 Clostridiales,NA Clostridiales fam. incertae sedis,NA Clostridiales gen. incertae sedis,Clostridiales species incertae sedis
0.07660685085977136,0.003258261259146766,0.5199881649683061,0.5057488520684186,0.5342274778681937,0.03940062585252348,0.09902912621359224,0.1384297520661157,0.013046290001055139,ext_mOTU_v31_27273,2 Bacteria,1239 Firmicutes,186801 Clostridia,NA Clostridia order incertae sedis,NA Clostridia fam. incertae sedis,NA Clostridia gen. incertae sedis,Clostridia species incertae sedis
0.04796914782306351,0.6128195230546227,0.5078321832624569,0.4943789489706745,0.5212854175542394,0.01648680093075504,0.09611650485436893,0.11260330578512397,0.7258109856026554,ext_mOTU_v31_27285,2 Bacteria,201174 Actinobacteria,84998 Coriobacteriia,NA Coriobacteriia order incertae sedis,NA Coriobacteriia fam. incertae sedis,NA Coriobacteriia gen. incertae sedis,Coriobacteriia species incertae sedis
0,0.3923145349107947,0.5046141579074059,0.49466182822184906,0.5145664875929629,0.009369734413865037,0.04951456310679612,0.058884297520661155,0.5322724750511472,ext_mOTU_v31_27289,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
0,0.44377300615944126,0.5017511835031694,0.4896434799225551,0.5138588870837837,0.002124287892160792,0.08155339805825243,0.08367768595041322,0.5772853496453496,ext_mOTU_v31_27439,2 Bacteria,976 Bacteroidetes,200643 Bacteroidia,171549 Bacteroidales,815 Bacteroidaceae,816 Bacteroides,Bacteroides species incertae sedis
